Subject,Fluency_Item,Switch_Value,Switch_Method
9,army,0,delta_rise=0.0_fall=0.0
9,ask,0,delta_rise=0.0_fall=0.0
9,ass,0,delta_rise=0.0_fall=0.0
9,athol,0,delta_rise=0.0_fall=0.0
9,atomic,1,delta_rise=0.0_fall=0.0
9,aunt,0,delta_rise=0.0_fall=0.0
9,all,1,delta_rise=0.0_fall=0.0
9,and,0,delta_rise=0.0_fall=0.0
9,a,0,delta_rise=0.0_fall=0.0
9,apple,2,delta_rise=0.0_fall=0.25
9,ant,1,delta_rise=0.0_fall=0.25
9,aardvark,0,delta_rise=0.0_fall=0.25
9,amazing,1,delta_rise=0.0_fall=0.25
9,avast,1,delta_rise=0.0_fall=0.25
9,art,0,delta_rise=0.0_fall=0.25
9,army,0,delta_rise=0.0_fall=0.25
9,ask,0,delta_rise=0.0_fall=0.25
9,ass,0,delta_rise=0.0_fall=0.25
9,athol,0,delta_rise=0.0_fall=0.25
9,atomic,1,delta_rise=0.0_fall=0.25
9,aunt,0,delta_rise=0.0_fall=0.25
9,all,0,delta_rise=0.0_fall=0.25
9,and,0,delta_rise=0.0_fall=0.25
9,a,0,delta_rise=0.0_fall=0.25
9,apple,2,delta_rise=0.0_fall=0.5
9,ant,1,delta_rise=0.0_fall=0.5
9,aardvark,0,delta_rise=0.0_fall=0.5
9,amazing,1,delta_rise=0.0_fall=0.5
9,avast,1,delta_rise=0.0_fall=0.5
9,art,0,delta_rise=0.0_fall=0.5
9,army,0,delta_rise=0.0_fall=0.5
9,ask,0,delta_rise=0.0_fall=0.5
9,ass,0,delta_rise=0.0_fall=0.5
9,athol,0,delta_rise=0.0_fall=0.5
9,atomic,1,delta_rise=0.0_fall=0.5
9,aunt,0,delta_rise=0.0_fall=0.5
9,all,0,delta_rise=0.0_fall=0.5
9,and,0,delta_rise=0.0_fall=0.5
9,a,0,delta_rise=0.0_fall=0.5
9,apple,2,delta_rise=0.0_fall=0.75
9,ant,1,delta_rise=0.0_fall=0.75
9,aardvark,0,delta_rise=0.0_fall=0.75
9,amazing,1,delta_rise=0.0_fall=0.75
9,avast,1,delta_rise=0.0_fall=0.75
9,art,0,delta_rise=0.0_fall=0.75
9,army,0,delta_rise=0.0_fall=0.75
9,ask,0,delta_rise=0.0_fall=0.75
9,ass,0,delta_rise=0.0_fall=0.75
9,athol,0,delta_rise=0.0_fall=0.75
9,atomic,0,delta_rise=0.0_fall=0.75
9,aunt,0,delta_rise=0.0_fall=0.75
9,all,0,delta_rise=0.0_fall=0.75
9,and,0,delta_rise=0.0_fall=0.75
9,a,0,delta_rise=0.0_fall=0.75
9,apple,2,delta_rise=0.0_fall=1.0
9,ant,1,delta_rise=0.0_fall=1.0
9,aardvark,0,delta_rise=0.0_fall=1.0
9,amazing,1,delta_rise=0.0_fall=1.0
9,avast,1,delta_rise=0.0_fall=1.0
9,art,0,delta_rise=0.0_fall=1.0
9,army,0,delta_rise=0.0_fall=1.0
9,ask,0,delta_rise=0.0_fall=1.0
9,ass,0,delta_rise=0.0_fall=1.0
9,athol,0,delta_rise=0.0_fall=1.0
9,atomic,0,delta_rise=0.0_fall=1.0
9,aunt,0,delta_rise=0.0_fall=1.0
9,all,0,delta_rise=0.0_fall=1.0
9,and,0,delta_rise=0.0_fall=1.0
9,a,0,delta_rise=0.0_fall=1.0
9,apple,2,delta_rise=0.25_fall=0.0
9,ant,1,delta_rise=0.25_fall=0.0
9,aardvark,0,delta_rise=0.25_fall=0.0
9,amazing,1,delta_rise=0.25_fall=0.0
9,avast,1,delta_rise=0.25_fall=0.0
9,art,1,delta_rise=0.25_fall=0.0
9,army,0,delta_rise=0.25_fall=0.0
9,ask,0,delta_rise=0.25_fall=0.0
9,ass,0,delta_rise=0.25_fall=0.0
9,athol,0,delta_rise=0.25_fall=0.0
9,atomic,1,delta_rise=0.25_fall=0.0
9,aunt,1,delta_rise=0.25_fall=0.0
9,all,1,delta_rise=0.25_fall=0.0
9,and,0,delta_rise=0.25_fall=0.0
9,a,0,delta_rise=0.25_fall=0.0
9,apple,2,delta_rise=0.25_fall=0.25
9,ant,1,delta_rise=0.25_fall=0.25
9,aardvark,0,delta_rise=0.25_fall=0.25
9,amazing,1,delta_rise=0.25_fall=0.25
9,avast,1,delta_rise=0.25_fall=0.25
9,art,1,delta_rise=0.25_fall=0.25
9,army,0,delta_rise=0.25_fall=0.25
9,ask,0,delta_rise=0.25_fall=0.25
9,ass,0,delta_rise=0.25_fall=0.25
9,athol,0,delta_rise=0.25_fall=0.25
9,atomic,1,delta_rise=0.25_fall=0.25
9,aunt,1,delta_rise=0.25_fall=0.25
9,all,1,delta_rise=0.25_fall=0.25
9,and,0,delta_rise=0.25_fall=0.25
9,a,0,delta_rise=0.25_fall=0.25
9,apple,2,delta_rise=0.25_fall=0.5
9,ant,1,delta_rise=0.25_fall=0.5
9,aardvark,0,delta_rise=0.25_fall=0.5
9,amazing,1,delta_rise=0.25_fall=0.5
9,avast,1,delta_rise=0.25_fall=0.5
9,art,1,delta_rise=0.25_fall=0.5
9,army,0,delta_rise=0.25_fall=0.5
9,ask,0,delta_rise=0.25_fall=0.5
9,ass,0,delta_rise=0.25_fall=0.5
9,athol,0,delta_rise=0.25_fall=0.5
9,atomic,1,delta_rise=0.25_fall=0.5
9,aunt,1,delta_rise=0.25_fall=0.5
9,all,1,delta_rise=0.25_fall=0.5
9,and,0,delta_rise=0.25_fall=0.5
9,a,0,delta_rise=0.25_fall=0.5
9,apple,2,delta_rise=0.25_fall=0.75
9,ant,1,delta_rise=0.25_fall=0.75
9,aardvark,0,delta_rise=0.25_fall=0.75
9,amazing,1,delta_rise=0.25_fall=0.75
9,avast,1,delta_rise=0.25_fall=0.75
9,art,1,delta_rise=0.25_fall=0.75
9,army,0,delta_rise=0.25_fall=0.75
9,ask,0,delta_rise=0.25_fall=0.75
9,ass,0,delta_rise=0.25_fall=0.75
9,athol,0,delta_rise=0.25_fall=0.75
9,atomic,0,delta_rise=0.25_fall=0.75
9,aunt,0,delta_rise=0.25_fall=0.75
9,all,0,delta_rise=0.25_fall=0.75
9,and,0,delta_rise=0.25_fall=0.75
9,a,0,delta_rise=0.25_fall=0.75
9,apple,2,delta_rise=0.25_fall=1.0
9,ant,1,delta_rise=0.25_fall=1.0
9,aardvark,0,delta_rise=0.25_fall=1.0
9,amazing,1,delta_rise=0.25_fall=1.0
9,avast,1,delta_rise=0.25_fall=1.0
9,art,1,delta_rise=0.25_fall=1.0
9,army,0,delta_rise=0.25_fall=1.0
9,ask,0,delta_rise=0.25_fall=1.0
9,ass,0,delta_rise=0.25_fall=1.0
9,athol,0,delta_rise=0.25_fall=1.0
9,atomic,0,delta_rise=0.25_fall=1.0
9,aunt,0,delta_rise=0.25_fall=1.0
9,all,0,delta_rise=0.25_fall=1.0
9,and,0,delta_rise=0.25_fall=1.0
9,a,0,delta_rise=0.25_fall=1.0
9,apple,2,delta_rise=0.5_fall=0.0
9,ant,1,delta_rise=0.5_fall=0.0
9,aardvark,0,delta_rise=0.5_fall=0.0
9,amazing,1,delta_rise=0.5_fall=0.0
9,avast,1,delta_rise=0.5_fall=0.0
9,art,1,delta_rise=0.5_fall=0.0
9,army,0,delta_rise=0.5_fall=0.0
9,ask,0,delta_rise=0.5_fall=0.0
9,ass,0,delta_rise=0.5_fall=0.0
9,athol,0,delta_rise=0.5_fall=0.0
9,atomic,1,delta_rise=0.5_fall=0.0
9,aunt,1,delta_rise=0.5_fall=0.0
9,all,1,delta_rise=0.5_fall=0.0
9,and,0,delta_rise=0.5_fall=0.0
9,a,0,delta_rise=0.5_fall=0.0
9,apple,2,delta_rise=0.5_fall=0.25
9,ant,1,delta_rise=0.5_fall=0.25
9,aardvark,0,delta_rise=0.5_fall=0.25
9,amazing,1,delta_rise=0.5_fall=0.25
9,avast,1,delta_rise=0.5_fall=0.25
9,art,1,delta_rise=0.5_fall=0.25
9,army,0,delta_rise=0.5_fall=0.25
9,ask,0,delta_rise=0.5_fall=0.25
9,ass,0,delta_rise=0.5_fall=0.25
9,athol,0,delta_rise=0.5_fall=0.25
9,atomic,1,delta_rise=0.5_fall=0.25
9,aunt,1,delta_rise=0.5_fall=0.25
9,all,1,delta_rise=0.5_fall=0.25
9,and,0,delta_rise=0.5_fall=0.25
9,a,0,delta_rise=0.5_fall=0.25
9,apple,2,delta_rise=0.5_fall=0.5
9,ant,1,delta_rise=0.5_fall=0.5
9,aardvark,0,delta_rise=0.5_fall=0.5
9,amazing,1,delta_rise=0.5_fall=0.5
9,avast,1,delta_rise=0.5_fall=0.5
9,art,1,delta_rise=0.5_fall=0.5
9,army,0,delta_rise=0.5_fall=0.5
9,ask,0,delta_rise=0.5_fall=0.5
9,ass,0,delta_rise=0.5_fall=0.5
9,athol,0,delta_rise=0.5_fall=0.5
9,atomic,1,delta_rise=0.5_fall=0.5
9,aunt,1,delta_rise=0.5_fall=0.5
9,all,1,delta_rise=0.5_fall=0.5
9,and,0,delta_rise=0.5_fall=0.5
9,a,0,delta_rise=0.5_fall=0.5
9,apple,2,delta_rise=0.5_fall=0.75
9,ant,1,delta_rise=0.5_fall=0.75
9,aardvark,0,delta_rise=0.5_fall=0.75
9,amazing,1,delta_rise=0.5_fall=0.75
9,avast,1,delta_rise=0.5_fall=0.75
9,art,1,delta_rise=0.5_fall=0.75
9,army,0,delta_rise=0.5_fall=0.75
9,ask,0,delta_rise=0.5_fall=0.75
9,ass,0,delta_rise=0.5_fall=0.75
9,athol,0,delta_rise=0.5_fall=0.75
9,atomic,0,delta_rise=0.5_fall=0.75
9,aunt,0,delta_rise=0.5_fall=0.75
9,all,0,delta_rise=0.5_fall=0.75
9,and,0,delta_rise=0.5_fall=0.75
9,a,0,delta_rise=0.5_fall=0.75
9,apple,2,delta_rise=0.5_fall=1.0
9,ant,1,delta_rise=0.5_fall=1.0
9,aardvark,0,delta_rise=0.5_fall=1.0
9,amazing,1,delta_rise=0.5_fall=1.0
9,avast,1,delta_rise=0.5_fall=1.0
9,art,1,delta_rise=0.5_fall=1.0
9,army,0,delta_rise=0.5_fall=1.0
9,ask,0,delta_rise=0.5_fall=1.0
9,ass,0,delta_rise=0.5_fall=1.0
9,athol,0,delta_rise=0.5_fall=1.0
9,atomic,0,delta_rise=0.5_fall=1.0
9,aunt,0,delta_rise=0.5_fall=1.0
9,all,0,delta_rise=0.5_fall=1.0
9,and,0,delta_rise=0.5_fall=1.0
9,a,0,delta_rise=0.5_fall=1.0
9,apple,2,delta_rise=0.75_fall=0.0
9,ant,1,delta_rise=0.75_fall=0.0
9,aardvark,0,delta_rise=0.75_fall=0.0
9,amazing,1,delta_rise=0.75_fall=0.0
9,avast,1,delta_rise=0.75_fall=0.0
9,art,1,delta_rise=0.75_fall=0.0
9,army,0,delta_rise=0.75_fall=0.0
9,ask,0,delta_rise=0.75_fall=0.0
9,ass,0,delta_rise=0.75_fall=0.0
9,athol,0,delta_rise=0.75_fall=0.0
9,atomic,1,delta_rise=0.75_fall=0.0
9,aunt,1,delta_rise=0.75_fall=0.0
9,all,1,delta_rise=0.75_fall=0.0
9,and,0,delta_rise=0.75_fall=0.0
9,a,0,delta_rise=0.75_fall=0.0
9,apple,2,delta_rise=0.75_fall=0.25
9,ant,1,delta_rise=0.75_fall=0.25
9,aardvark,0,delta_rise=0.75_fall=0.25
9,amazing,1,delta_rise=0.75_fall=0.25
9,avast,1,delta_rise=0.75_fall=0.25
9,art,1,delta_rise=0.75_fall=0.25
9,army,0,delta_rise=0.75_fall=0.25
9,ask,0,delta_rise=0.75_fall=0.25
9,ass,0,delta_rise=0.75_fall=0.25
9,athol,0,delta_rise=0.75_fall=0.25
9,atomic,1,delta_rise=0.75_fall=0.25
9,aunt,1,delta_rise=0.75_fall=0.25
9,all,1,delta_rise=0.75_fall=0.25
9,and,0,delta_rise=0.75_fall=0.25
9,a,0,delta_rise=0.75_fall=0.25
9,apple,2,delta_rise=0.75_fall=0.5
9,ant,1,delta_rise=0.75_fall=0.5
9,aardvark,0,delta_rise=0.75_fall=0.5
9,amazing,1,delta_rise=0.75_fall=0.5
9,avast,1,delta_rise=0.75_fall=0.5
9,art,1,delta_rise=0.75_fall=0.5
9,army,0,delta_rise=0.75_fall=0.5
9,ask,0,delta_rise=0.75_fall=0.5
9,ass,0,delta_rise=0.75_fall=0.5
9,athol,0,delta_rise=0.75_fall=0.5
9,atomic,1,delta_rise=0.75_fall=0.5
9,aunt,1,delta_rise=0.75_fall=0.5
9,all,1,delta_rise=0.75_fall=0.5
9,and,0,delta_rise=0.75_fall=0.5
9,a,0,delta_rise=0.75_fall=0.5
9,apple,2,delta_rise=0.75_fall=0.75
9,ant,1,delta_rise=0.75_fall=0.75
9,aardvark,0,delta_rise=0.75_fall=0.75
9,amazing,1,delta_rise=0.75_fall=0.75
9,avast,1,delta_rise=0.75_fall=0.75
9,art,1,delta_rise=0.75_fall=0.75
9,army,0,delta_rise=0.75_fall=0.75
9,ask,0,delta_rise=0.75_fall=0.75
9,ass,0,delta_rise=0.75_fall=0.75
9,athol,0,delta_rise=0.75_fall=0.75
9,atomic,0,delta_rise=0.75_fall=0.75
9,aunt,0,delta_rise=0.75_fall=0.75
9,all,0,delta_rise=0.75_fall=0.75
9,and,0,delta_rise=0.75_fall=0.75
9,a,0,delta_rise=0.75_fall=0.75
9,apple,2,delta_rise=0.75_fall=1.0
9,ant,1,delta_rise=0.75_fall=1.0
9,aardvark,0,delta_rise=0.75_fall=1.0
9,amazing,1,delta_rise=0.75_fall=1.0
9,avast,1,delta_rise=0.75_fall=1.0
9,art,1,delta_rise=0.75_fall=1.0
9,army,0,delta_rise=0.75_fall=1.0
9,ask,0,delta_rise=0.75_fall=1.0
9,ass,0,delta_rise=0.75_fall=1.0
9,athol,0,delta_rise=0.75_fall=1.0
9,atomic,0,delta_rise=0.75_fall=1.0
9,aunt,0,delta_rise=0.75_fall=1.0
9,all,0,delta_rise=0.75_fall=1.0
9,and,0,delta_rise=0.75_fall=1.0
9,a,0,delta_rise=0.75_fall=1.0
9,apple,2,delta_rise=1.0_fall=0.0
9,ant,1,delta_rise=1.0_fall=0.0
9,aardvark,0,delta_rise=1.0_fall=0.0
9,amazing,1,delta_rise=1.0_fall=0.0
9,avast,1,delta_rise=1.0_fall=0.0
9,art,1,delta_rise=1.0_fall=0.0
9,army,0,delta_rise=1.0_fall=0.0
9,ask,0,delta_rise=1.0_fall=0.0
9,ass,0,delta_rise=1.0_fall=0.0
9,athol,0,delta_rise=1.0_fall=0.0
9,atomic,1,delta_rise=1.0_fall=0.0
9,aunt,1,delta_rise=1.0_fall=0.0
9,all,1,delta_rise=1.0_fall=0.0
9,and,0,delta_rise=1.0_fall=0.0
9,a,0,delta_rise=1.0_fall=0.0
9,apple,2,delta_rise=1.0_fall=0.25
9,ant,1,delta_rise=1.0_fall=0.25
9,aardvark,0,delta_rise=1.0_fall=0.25
9,amazing,1,delta_rise=1.0_fall=0.25
9,avast,1,delta_rise=1.0_fall=0.25
9,art,1,delta_rise=1.0_fall=0.25
9,army,0,delta_rise=1.0_fall=0.25
9,ask,0,delta_rise=1.0_fall=0.25
9,ass,0,delta_rise=1.0_fall=0.25
9,athol,0,delta_rise=1.0_fall=0.25
9,atomic,1,delta_rise=1.0_fall=0.25
9,aunt,1,delta_rise=1.0_fall=0.25
9,all,1,delta_rise=1.0_fall=0.25
9,and,0,delta_rise=1.0_fall=0.25
9,a,0,delta_rise=1.0_fall=0.25
9,apple,2,delta_rise=1.0_fall=0.5
9,ant,1,delta_rise=1.0_fall=0.5
9,aardvark,0,delta_rise=1.0_fall=0.5
9,amazing,1,delta_rise=1.0_fall=0.5
9,avast,1,delta_rise=1.0_fall=0.5
9,art,1,delta_rise=1.0_fall=0.5
9,army,0,delta_rise=1.0_fall=0.5
9,ask,0,delta_rise=1.0_fall=0.5
9,ass,0,delta_rise=1.0_fall=0.5
9,athol,0,delta_rise=1.0_fall=0.5
9,atomic,1,delta_rise=1.0_fall=0.5
9,aunt,1,delta_rise=1.0_fall=0.5
9,all,1,delta_rise=1.0_fall=0.5
9,and,0,delta_rise=1.0_fall=0.5
9,a,0,delta_rise=1.0_fall=0.5
9,apple,2,delta_rise=1.0_fall=0.75
9,ant,1,delta_rise=1.0_fall=0.75
9,aardvark,0,delta_rise=1.0_fall=0.75
9,amazing,1,delta_rise=1.0_fall=0.75
9,avast,1,delta_rise=1.0_fall=0.75
9,art,1,delta_rise=1.0_fall=0.75
9,army,0,delta_rise=1.0_fall=0.75
9,ask,0,delta_rise=1.0_fall=0.75
9,ass,0,delta_rise=1.0_fall=0.75
9,athol,0,delta_rise=1.0_fall=0.75
9,atomic,0,delta_rise=1.0_fall=0.75
9,aunt,0,delta_rise=1.0_fall=0.75
9,all,0,delta_rise=1.0_fall=0.75
9,and,0,delta_rise=1.0_fall=0.75
9,a,0,delta_rise=1.0_fall=0.75
9,apple,2,delta_rise=1.0_fall=1.0
9,ant,1,delta_rise=1.0_fall=1.0
9,aardvark,0,delta_rise=1.0_fall=1.0
9,amazing,1,delta_rise=1.0_fall=1.0
9,avast,1,delta_rise=1.0_fall=1.0
9,art,1,delta_rise=1.0_fall=1.0
9,army,0,delta_rise=1.0_fall=1.0
9,ask,0,delta_rise=1.0_fall=1.0
9,ass,0,delta_rise=1.0_fall=1.0
9,athol,0,delta_rise=1.0_fall=1.0
9,atomic,0,delta_rise=1.0_fall=1.0
9,aunt,0,delta_rise=1.0_fall=1.0
9,all,0,delta_rise=1.0_fall=1.0
9,and,0,delta_rise=1.0_fall=1.0
9,a,0,delta_rise=1.0_fall=1.0
10,atom,2,simdrop
10,adorable,0,simdrop
10,apple,0,simdrop
10,and,0,simdrop
10,autumn,1,simdrop
10,adamant,0,simdrop
10,astonish,0,simdrop
10,april,1,simdrop
10,august,2,simdrop
10,atom,2,delta_rise=0.0_fall=0.0
10,adorable,1,delta_rise=0.0_fall=0.0
10,apple,0,delta_rise=0.0_fall=0.0
10,and,1,delta_rise=0.0_fall=0.0
10,autumn,1,delta_rise=0.0_fall=0.0
10,adamant,0,delta_rise=0.0_fall=0.0
10,astonish,0,delta_rise=0.0_fall=0.0
10,april,1,delta_rise=0.0_fall=0.0
10,august,0,delta_rise=0.0_fall=0.0
10,atom,2,delta_rise=0.0_fall=0.25
10,adorable,1,delta_rise=0.0_fall=0.25
10,apple,0,delta_rise=0.0_fall=0.25
10,and,1,delta_rise=0.0_fall=0.25
10,autumn,1,delta_rise=0.0_fall=0.25
10,adamant,0,delta_rise=0.0_fall=0.25
10,astonish,0,delta_rise=0.0_fall=0.25
10,april,1,delta_rise=0.0_fall=0.25
10,august,0,delta_rise=0.0_fall=0.25
10,atom,2,delta_rise=0.0_fall=0.5
10,adorable,1,delta_rise=0.0_fall=0.5
10,apple,0,delta_rise=0.0_fall=0.5
10,and,0,delta_rise=0.0_fall=0.5
10,autumn,1,delta_rise=0.0_fall=0.5
10,adamant,0,delta_rise=0.0_fall=0.5
10,astonish,0,delta_rise=0.0_fall=0.5
10,april,1,delta_rise=0.0_fall=0.5
10,august,0,delta_rise=0.0_fall=0.5
10,atom,2,delta_rise=0.0_fall=0.75
10,adorable,1,delta_rise=0.0_fall=0.75
10,apple,0,delta_rise=0.0_fall=0.75
10,and,0,delta_rise=0.0_fall=0.75
10,autumn,0,delta_rise=0.0_fall=0.75
10,adamant,0,delta_rise=0.0_fall=0.75
10,astonish,0,delta_rise=0.0_fall=0.75
10,april,1,delta_rise=0.0_fall=0.75
10,august,0,delta_rise=0.0_fall=0.75
10,atom,2,delta_rise=0.0_fall=1.0
10,adorable,1,delta_rise=0.0_fall=1.0
10,apple,0,delta_rise=0.0_fall=1.0
10,and,0,delta_rise=0.0_fall=1.0
10,autumn,0,delta_rise=0.0_fall=1.0
10,adamant,0,delta_rise=0.0_fall=1.0
10,astonish,0,delta_rise=0.0_fall=1.0
10,april,1,delta_rise=0.0_fall=1.0
10,august,0,delta_rise=0.0_fall=1.0
10,atom,2,delta_rise=0.25_fall=0.0
10,adorable,1,delta_rise=0.25_fall=0.0
10,apple,0,delta_rise=0.25_fall=0.0
10,and,1,delta_rise=0.25_fall=0.0
10,autumn,1,delta_rise=0.25_fall=0.0
10,adamant,0,delta_rise=0.25_fall=0.0
10,astonish,0,delta_rise=0.25_fall=0.0
10,april,1,delta_rise=0.25_fall=0.0
10,august,0,delta_rise=0.25_fall=0.0
10,atom,2,delta_rise=0.25_fall=0.25
10,adorable,1,delta_rise=0.25_fall=0.25
10,apple,0,delta_rise=0.25_fall=0.25
10,and,1,delta_rise=0.25_fall=0.25
10,autumn,1,delta_rise=0.25_fall=0.25
10,adamant,0,delta_rise=0.25_fall=0.25
10,astonish,0,delta_rise=0.25_fall=0.25
10,april,1,delta_rise=0.25_fall=0.25
10,august,0,delta_rise=0.25_fall=0.25
10,atom,2,delta_rise=0.25_fall=0.5
10,adorable,1,delta_rise=0.25_fall=0.5
10,apple,0,delta_rise=0.25_fall=0.5
10,and,0,delta_rise=0.25_fall=0.5
10,autumn,1,delta_rise=0.25_fall=0.5
10,adamant,0,delta_rise=0.25_fall=0.5
10,astonish,0,delta_rise=0.25_fall=0.5
10,april,1,delta_rise=0.25_fall=0.5
10,august,0,delta_rise=0.25_fall=0.5
10,atom,2,delta_rise=0.25_fall=0.75
10,adorable,1,delta_rise=0.25_fall=0.75
10,apple,0,delta_rise=0.25_fall=0.75
10,and,0,delta_rise=0.25_fall=0.75
10,autumn,0,delta_rise=0.25_fall=0.75
10,adamant,0,delta_rise=0.25_fall=0.75
10,astonish,0,delta_rise=0.25_fall=0.75
10,april,1,delta_rise=0.25_fall=0.75
10,august,0,delta_rise=0.25_fall=0.75
10,atom,2,delta_rise=0.25_fall=1.0
10,adorable,1,delta_rise=0.25_fall=1.0
10,apple,0,delta_rise=0.25_fall=1.0
10,and,0,delta_rise=0.25_fall=1.0
10,autumn,0,delta_rise=0.25_fall=1.0
10,adamant,0,delta_rise=0.25_fall=1.0
10,astonish,0,delta_rise=0.25_fall=1.0
10,april,1,delta_rise=0.25_fall=1.0
10,august,0,delta_rise=0.25_fall=1.0
10,atom,2,delta_rise=0.5_fall=0.0
10,adorable,1,delta_rise=0.5_fall=0.0
10,apple,0,delta_rise=0.5_fall=0.0
10,and,1,delta_rise=0.5_fall=0.0
10,autumn,1,delta_rise=0.5_fall=0.0
10,adamant,1,delta_rise=0.5_fall=0.0
10,astonish,0,delta_rise=0.5_fall=0.0
10,april,1,delta_rise=0.5_fall=0.0
10,august,0,delta_rise=0.5_fall=0.0
10,atom,2,delta_rise=0.5_fall=0.25
10,adorable,1,delta_rise=0.5_fall=0.25
10,apple,0,delta_rise=0.5_fall=0.25
10,and,1,delta_rise=0.5_fall=0.25
10,autumn,1,delta_rise=0.5_fall=0.25
10,adamant,1,delta_rise=0.5_fall=0.25
10,astonish,0,delta_rise=0.5_fall=0.25
10,april,1,delta_rise=0.5_fall=0.25
10,august,0,delta_rise=0.5_fall=0.25
10,atom,2,delta_rise=0.5_fall=0.5
10,adorable,1,delta_rise=0.5_fall=0.5
10,apple,0,delta_rise=0.5_fall=0.5
10,and,0,delta_rise=0.5_fall=0.5
10,autumn,1,delta_rise=0.5_fall=0.5
10,adamant,1,delta_rise=0.5_fall=0.5
10,astonish,0,delta_rise=0.5_fall=0.5
10,april,1,delta_rise=0.5_fall=0.5
10,august,0,delta_rise=0.5_fall=0.5
10,atom,2,delta_rise=0.5_fall=0.75
10,adorable,1,delta_rise=0.5_fall=0.75
10,apple,0,delta_rise=0.5_fall=0.75
10,and,0,delta_rise=0.5_fall=0.75
10,autumn,0,delta_rise=0.5_fall=0.75
10,adamant,0,delta_rise=0.5_fall=0.75
10,astonish,0,delta_rise=0.5_fall=0.75
10,april,1,delta_rise=0.5_fall=0.75
10,august,0,delta_rise=0.5_fall=0.75
10,atom,2,delta_rise=0.5_fall=1.0
10,adorable,1,delta_rise=0.5_fall=1.0
10,apple,0,delta_rise=0.5_fall=1.0
10,and,0,delta_rise=0.5_fall=1.0
10,autumn,0,delta_rise=0.5_fall=1.0
10,adamant,0,delta_rise=0.5_fall=1.0
10,astonish,0,delta_rise=0.5_fall=1.0
10,april,1,delta_rise=0.5_fall=1.0
10,august,0,delta_rise=0.5_fall=1.0
10,atom,2,delta_rise=0.75_fall=0.0
10,adorable,1,delta_rise=0.75_fall=0.0
10,apple,0,delta_rise=0.75_fall=0.0
10,and,1,delta_rise=0.75_fall=0.0
10,autumn,1,delta_rise=0.75_fall=0.0
