Subject,Fluency_Item,Switch_Value,Switch_Method
8,sew,1,delta_rise=0.25_fall=0.5
8,silver,1,delta_rise=0.25_fall=0.5
8,snake,2,delta_rise=0.25_fall=0.75
8,slither,0,delta_rise=0.25_fall=0.75
8,sun,1,delta_rise=0.25_fall=0.75
8,sunflower,0,delta_rise=0.25_fall=0.75
8,seeds,0,delta_rise=0.25_fall=0.75
8,sand,1,delta_rise=0.25_fall=0.75
8,sea,0,delta_rise=0.25_fall=0.75
8,seashells,0,delta_rise=0.25_fall=0.75
8,shell,0,delta_rise=0.25_fall=0.75
8,silly,1,delta_rise=0.25_fall=0.75
8,sun,0,delta_rise=0.25_fall=0.75
8,sew,1,delta_rise=0.25_fall=0.75
8,silver,1,delta_rise=0.25_fall=0.75
8,snake,2,delta_rise=0.25_fall=1.0
8,slither,0,delta_rise=0.25_fall=1.0
8,sun,1,delta_rise=0.25_fall=1.0
8,sunflower,0,delta_rise=0.25_fall=1.0
8,seeds,0,delta_rise=0.25_fall=1.0
8,sand,1,delta_rise=0.25_fall=1.0
8,sea,0,delta_rise=0.25_fall=1.0
8,seashells,0,delta_rise=0.25_fall=1.0
8,shell,0,delta_rise=0.25_fall=1.0
8,silly,1,delta_rise=0.25_fall=1.0
8,sun,0,delta_rise=0.25_fall=1.0
8,sew,1,delta_rise=0.25_fall=1.0
8,silver,1,delta_rise=0.25_fall=1.0
8,snake,2,delta_rise=0.5_fall=0.0
8,slither,0,delta_rise=0.5_fall=0.0
8,sun,1,delta_rise=0.5_fall=0.0
8,sunflower,0,delta_rise=0.5_fall=0.0
8,seeds,0,delta_rise=0.5_fall=0.0
8,sand,1,delta_rise=0.5_fall=0.0
8,sea,0,delta_rise=0.5_fall=0.0
8,seashells,1,delta_rise=0.5_fall=0.0
8,shell,1,delta_rise=0.5_fall=0.0
8,silly,1,delta_rise=0.5_fall=0.0
8,sun,0,delta_rise=0.5_fall=0.0
8,sew,1,delta_rise=0.5_fall=0.0
8,silver,1,delta_rise=0.5_fall=0.0
8,snake,2,delta_rise=0.5_fall=0.25
8,slither,0,delta_rise=0.5_fall=0.25
8,sun,1,delta_rise=0.5_fall=0.25
8,sunflower,0,delta_rise=0.5_fall=0.25
8,seeds,0,delta_rise=0.5_fall=0.25
8,sand,1,delta_rise=0.5_fall=0.25
8,sea,0,delta_rise=0.5_fall=0.25
8,seashells,0,delta_rise=0.5_fall=0.25
8,shell,0,delta_rise=0.5_fall=0.25
8,silly,1,delta_rise=0.5_fall=0.25
8,sun,0,delta_rise=0.5_fall=0.25
8,sew,1,delta_rise=0.5_fall=0.25
8,silver,1,delta_rise=0.5_fall=0.25
8,snake,2,delta_rise=0.5_fall=0.5
8,slither,0,delta_rise=0.5_fall=0.5
8,sun,1,delta_rise=0.5_fall=0.5
8,sunflower,0,delta_rise=0.5_fall=0.5
8,seeds,0,delta_rise=0.5_fall=0.5
8,sand,1,delta_rise=0.5_fall=0.5
8,sea,0,delta_rise=0.5_fall=0.5
8,seashells,0,delta_rise=0.5_fall=0.5
8,shell,0,delta_rise=0.5_fall=0.5
8,silly,1,delta_rise=0.5_fall=0.5
8,sun,0,delta_rise=0.5_fall=0.5
8,sew,1,delta_rise=0.5_fall=0.5
8,silver,1,delta_rise=0.5_fall=0.5
8,snake,2,delta_rise=0.5_fall=0.75
8,slither,0,delta_rise=0.5_fall=0.75
8,sun,1,delta_rise=0.5_fall=0.75
8,sunflower,0,delta_rise=0.5_fall=0.75
8,seeds,0,delta_rise=0.5_fall=0.75
8,sand,1,delta_rise=0.5_fall=0.75
8,sea,0,delta_rise=0.5_fall=0.75
8,seashells,0,delta_rise=0.5_fall=0.75
8,shell,0,delta_rise=0.5_fall=0.75
8,silly,1,delta_rise=0.5_fall=0.75
8,sun,0,delta_rise=0.5_fall=0.75
8,sew,1,delta_rise=0.5_fall=0.75
8,silver,1,delta_rise=0.5_fall=0.75
8,snake,2,delta_rise=0.5_fall=1.0
8,slither,0,delta_rise=0.5_fall=1.0
8,sun,1,delta_rise=0.5_fall=1.0
8,sunflower,0,delta_rise=0.5_fall=1.0
8,seeds,0,delta_rise=0.5_fall=1.0
8,sand,1,delta_rise=0.5_fall=1.0
8,sea,0,delta_rise=0.5_fall=1.0
8,seashells,0,delta_rise=0.5_fall=1.0
8,shell,0,delta_rise=0.5_fall=1.0
8,silly,1,delta_rise=0.5_fall=1.0
8,sun,0,delta_rise=0.5_fall=1.0
8,sew,1,delta_rise=0.5_fall=1.0
8,silver,1,delta_rise=0.5_fall=1.0
8,snake,2,delta_rise=0.75_fall=0.0
8,slither,0,delta_rise=0.75_fall=0.0
8,sun,1,delta_rise=0.75_fall=0.0
8,sunflower,0,delta_rise=0.75_fall=0.0
8,seeds,0,delta_rise=0.75_fall=0.0
8,sand,1,delta_rise=0.75_fall=0.0
8,sea,0,delta_rise=0.75_fall=0.0
8,seashells,1,delta_rise=0.75_fall=0.0
8,shell,1,delta_rise=0.75_fall=0.0
8,silly,1,delta_rise=0.75_fall=0.0
8,sun,1,delta_rise=0.75_fall=0.0
8,sew,1,delta_rise=0.75_fall=0.0
8,silver,1,delta_rise=0.75_fall=0.0
8,snake,2,delta_rise=0.75_fall=0.25
8,slither,0,delta_rise=0.75_fall=0.25
8,sun,1,delta_rise=0.75_fall=0.25
8,sunflower,0,delta_rise=0.75_fall=0.25
8,seeds,0,delta_rise=0.75_fall=0.25
8,sand,1,delta_rise=0.75_fall=0.25
8,sea,0,delta_rise=0.75_fall=0.25
8,seashells,0,delta_rise=0.75_fall=0.25
8,shell,0,delta_rise=0.75_fall=0.25
8,silly,1,delta_rise=0.75_fall=0.25
8,sun,1,delta_rise=0.75_fall=0.25
8,sew,1,delta_rise=0.75_fall=0.25
8,silver,1,delta_rise=0.75_fall=0.25
8,snake,2,delta_rise=0.75_fall=0.5
8,slither,0,delta_rise=0.75_fall=0.5
8,sun,1,delta_rise=0.75_fall=0.5
8,sunflower,0,delta_rise=0.75_fall=0.5
8,seeds,0,delta_rise=0.75_fall=0.5
8,sand,1,delta_rise=0.75_fall=0.5
8,sea,0,delta_rise=0.75_fall=0.5
8,seashells,0,delta_rise=0.75_fall=0.5
8,shell,0,delta_rise=0.75_fall=0.5
8,silly,1,delta_rise=0.75_fall=0.5
8,sun,1,delta_rise=0.75_fall=0.5
8,sew,1,delta_rise=0.75_fall=0.5
8,silver,1,delta_rise=0.75_fall=0.5
8,snake,2,delta_rise=0.75_fall=0.75
8,slither,0,delta_rise=0.75_fall=0.75
8,sun,1,delta_rise=0.75_fall=0.75
8,sunflower,0,delta_rise=0.75_fall=0.75
8,seeds,0,delta_rise=0.75_fall=0.75
8,sand,1,delta_rise=0.75_fall=0.75
8,sea,0,delta_rise=0.75_fall=0.75
8,seashells,0,delta_rise=0.75_fall=0.75
8,shell,0,delta_rise=0.75_fall=0.75
8,silly,1,delta_rise=0.75_fall=0.75
8,sun,1,delta_rise=0.75_fall=0.75
8,sew,1,delta_rise=0.75_fall=0.75
8,silver,1,delta_rise=0.75_fall=0.75
8,snake,2,delta_rise=0.75_fall=1.0
8,slither,0,delta_rise=0.75_fall=1.0
8,sun,1,delta_rise=0.75_fall=1.0
8,sunflower,0,delta_rise=0.75_fall=1.0
8,seeds,0,delta_rise=0.75_fall=1.0
8,sand,1,delta_rise=0.75_fall=1.0
8,sea,0,delta_rise=0.75_fall=1.0
8,seashells,0,delta_rise=0.75_fall=1.0
8,shell,0,delta_rise=0.75_fall=1.0
8,silly,1,delta_rise=0.75_fall=1.0
8,sun,1,delta_rise=0.75_fall=1.0
8,sew,1,delta_rise=0.75_fall=1.0
8,silver,1,delta_rise=0.75_fall=1.0
8,snake,2,delta_rise=1.0_fall=0.0
8,slither,0,delta_rise=1.0_fall=0.0
8,sun,1,delta_rise=1.0_fall=0.0
8,sunflower,0,delta_rise=1.0_fall=0.0
8,seeds,0,delta_rise=1.0_fall=0.0
8,sand,1,delta_rise=1.0_fall=0.0
8,sea,0,delta_rise=1.0_fall=0.0
8,seashells,1,delta_rise=1.0_fall=0.0
8,shell,1,delta_rise=1.0_fall=0.0
8,silly,1,delta_rise=1.0_fall=0.0
8,sun,1,delta_rise=1.0_fall=0.0
8,sew,1,delta_rise=1.0_fall=0.0
8,silver,1,delta_rise=1.0_fall=0.0
8,snake,2,delta_rise=1.0_fall=0.25
8,slither,0,delta_rise=1.0_fall=0.25
8,sun,1,delta_rise=1.0_fall=0.25
8,sunflower,0,delta_rise=1.0_fall=0.25
8,seeds,0,delta_rise=1.0_fall=0.25
8,sand,1,delta_rise=1.0_fall=0.25
8,sea,0,delta_rise=1.0_fall=0.25
8,seashells,0,delta_rise=1.0_fall=0.25
8,shell,0,delta_rise=1.0_fall=0.25
8,silly,1,delta_rise=1.0_fall=0.25
8,sun,1,delta_rise=1.0_fall=0.25
8,sew,1,delta_rise=1.0_fall=0.25
8,silver,1,delta_rise=1.0_fall=0.25
8,snake,2,delta_rise=1.0_fall=0.5
8,slither,0,delta_rise=1.0_fall=0.5
8,sun,1,delta_rise=1.0_fall=0.5
8,sunflower,0,delta_rise=1.0_fall=0.5
8,seeds,0,delta_rise=1.0_fall=0.5
8,sand,1,delta_rise=1.0_fall=0.5
8,sea,0,delta_rise=1.0_fall=0.5
8,seashells,0,delta_rise=1.0_fall=0.5
8,shell,0,delta_rise=1.0_fall=0.5
8,silly,1,delta_rise=1.0_fall=0.5
8,sun,1,delta_rise=1.0_fall=0.5
8,sew,1,delta_rise=1.0_fall=0.5
8,silver,1,delta_rise=1.0_fall=0.5
8,snake,2,delta_rise=1.0_fall=0.75
8,slither,0,delta_rise=1.0_fall=0.75
8,sun,1,delta_rise=1.0_fall=0.75
8,sunflower,0,delta_rise=1.0_fall=0.75
8,seeds,0,delta_rise=1.0_fall=0.75
8,sand,1,delta_rise=1.0_fall=0.75
8,sea,0,delta_rise=1.0_fall=0.75
8,seashells,0,delta_rise=1.0_fall=0.75
8,shell,0,delta_rise=1.0_fall=0.75
8,silly,1,delta_rise=1.0_fall=0.75
8,sun,1,delta_rise=1.0_fall=0.75
8,sew,1,delta_rise=1.0_fall=0.75
8,silver,1,delta_rise=1.0_fall=0.75
8,snake,2,delta_rise=1.0_fall=1.0
8,slither,0,delta_rise=1.0_fall=1.0
8,sun,1,delta_rise=1.0_fall=1.0
8,sunflower,0,delta_rise=1.0_fall=1.0
8,seeds,0,delta_rise=1.0_fall=1.0
8,sand,1,delta_rise=1.0_fall=1.0
8,sea,0,delta_rise=1.0_fall=1.0
8,seashells,0,delta_rise=1.0_fall=1.0
8,shell,0,delta_rise=1.0_fall=1.0
8,silly,1,delta_rise=1.0_fall=1.0
8,sun,1,delta_rise=1.0_fall=1.0
8,sew,1,delta_rise=1.0_fall=1.0
8,silver,1,delta_rise=1.0_fall=1.0
9,snake,2,simdrop
9,surreptitious,0,simdrop
9,sneaky,0,simdrop
9,stab,0,simdrop
9,save,1,simdrop
9,swim,0,simdrop
9,secret,1,simdrop
9,stealthy,0,simdrop
9,sexy,1,simdrop
9,slippery,0,simdrop
9,silver,0,simdrop
9,slime,1,simdrop
9,slit,0,simdrop
9,sand,0,simdrop
9,super,1,simdrop
9,state,0,simdrop
9,stand,0,simdrop
9,sock,0,simdrop
9,sodding,1,simdrop
9,soak,2,simdrop
9,snake,2,delta_rise=0.0_fall=0.0
9,surreptitious,1,delta_rise=0.0_fall=0.0
9,sneaky,0,delta_rise=0.0_fall=0.0
9,stab,1,delta_rise=0.0_fall=0.0
9,save,1,delta_rise=0.0_fall=0.0
9,swim,0,delta_rise=0.0_fall=0.0
9,secret,1,delta_rise=0.0_fall=0.0
9,stealthy,0,delta_rise=0.0_fall=0.0
9,sexy,1,delta_rise=0.0_fall=0.0
9,slippery,0,delta_rise=0.0_fall=0.0
9,silver,1,delta_rise=0.0_fall=0.0
9,slime,1,delta_rise=0.0_fall=0.0
9,slit,0,delta_rise=0.0_fall=0.0
9,sand,0,delta_rise=0.0_fall=0.0
9,super,1,delta_rise=0.0_fall=0.0
9,state,0,delta_rise=0.0_fall=0.0
9,stand,1,delta_rise=0.0_fall=0.0
9,sock,1,delta_rise=0.0_fall=0.0
9,sodding,1,delta_rise=0.0_fall=0.0
9,soak,0,delta_rise=0.0_fall=0.0
9,snake,2,delta_rise=0.0_fall=0.25
9,surreptitious,1,delta_rise=0.0_fall=0.25
9,sneaky,0,delta_rise=0.0_fall=0.25
9,stab,1,delta_rise=0.0_fall=0.25
9,save,1,delta_rise=0.0_fall=0.25
9,swim,0,delta_rise=0.0_fall=0.25
9,secret,1,delta_rise=0.0_fall=0.25
9,stealthy,0,delta_rise=0.0_fall=0.25
9,sexy,1,delta_rise=0.0_fall=0.25
9,slippery,0,delta_rise=0.0_fall=0.25
9,silver,1,delta_rise=0.0_fall=0.25
9,slime,1,delta_rise=0.0_fall=0.25
9,slit,0,delta_rise=0.0_fall=0.25
9,sand,0,delta_rise=0.0_fall=0.25
9,super,1,delta_rise=0.0_fall=0.25
9,state,0,delta_rise=0.0_fall=0.25
9,stand,1,delta_rise=0.0_fall=0.25
9,sock,1,delta_rise=0.0_fall=0.25
9,sodding,1,delta_rise=0.0_fall=0.25
9,soak,0,delta_rise=0.0_fall=0.25
9,snake,2,delta_rise=0.0_fall=0.5
9,surreptitious,1,delta_rise=0.0_fall=0.5
9,sneaky,0,delta_rise=0.0_fall=0.5
9,stab,1,delta_rise=0.0_fall=0.5
9,save,1,delta_rise=0.0_fall=0.5
9,swim,0,delta_rise=0.0_fall=0.5
9,secret,1,delta_rise=0.0_fall=0.5
9,stealthy,0,delta_rise=0.0_fall=0.5
9,sexy,1,delta_rise=0.0_fall=0.5
9,slippery,0,delta_rise=0.0_fall=0.5
9,silver,1,delta_rise=0.0_fall=0.5
9,slime,1,delta_rise=0.0_fall=0.5
9,slit,0,delta_rise=0.0_fall=0.5
9,sand,0,delta_rise=0.0_fall=0.5
9,super,1,delta_rise=0.0_fall=0.5
9,state,0,delta_rise=0.0_fall=0.5
9,stand,0,delta_rise=0.0_fall=0.5
9,sock,1,delta_rise=0.0_fall=0.5
9,sodding,1,delta_rise=0.0_fall=0.5
9,soak,0,delta_rise=0.0_fall=0.5
9,snake,2,delta_rise=0.0_fall=0.75
9,surreptitious,1,delta_rise=0.0_fall=0.75
9,sneaky,0,delta_rise=0.0_fall=0.75
9,stab,1,delta_rise=0.0_fall=0.75
9,save,1,delta_rise=0.0_fall=0.75
9,swim,0,delta_rise=0.0_fall=0.75
9,secret,1,delta_rise=0.0_fall=0.75
9,stealthy,0,delta_rise=0.0_fall=0.75
9,sexy,1,delta_rise=0.0_fall=0.75
9,slippery,0,delta_rise=0.0_fall=0.75
9,silver,0,delta_rise=0.0_fall=0.75
9,slime,1,delta_rise=0.0_fall=0.75
9,slit,0,delta_rise=0.0_fall=0.75
9,sand,0,delta_rise=0.0_fall=0.75
9,super,1,delta_rise=0.0_fall=0.75
9,state,0,delta_rise=0.0_fall=0.75
9,stand,0,delta_rise=0.0_fall=0.75
9,sock,0,delta_rise=0.0_fall=0.75
9,sodding,0,delta_rise=0.0_fall=0.75
9,soak,0,delta_rise=0.0_fall=0.75
9,snake,2,delta_rise=0.0_fall=1.0
9,surreptitious,1,delta_rise=0.0_fall=1.0
9,sneaky,0,delta_rise=0.0_fall=1.0
9,stab,1,delta_rise=0.0_fall=1.0
9,save,1,delta_rise=0.0_fall=1.0
9,swim,0,delta_rise=0.0_fall=1.0
9,secret,1,delta_rise=0.0_fall=1.0
9,stealthy,0,delta_rise=0.0_fall=1.0
9,sexy,1,delta_rise=0.0_fall=1.0
9,slippery,0,delta_rise=0.0_fall=1.0
9,silver,0,delta_rise=0.0_fall=1.0
9,slime,1,delta_rise=0.0_fall=1.0
9,slit,0,delta_rise=0.0_fall=1.0
9,sand,0,delta_rise=0.0_fall=1.0
9,super,1,delta_rise=0.0_fall=1.0
9,state,0,delta_rise=0.0_fall=1.0
9,stand,0,delta_rise=0.0_fall=1.0
9,sock,0,delta_rise=0.0_fall=1.0
9,sodding,0,delta_rise=0.0_fall=1.0
9,soak,0,delta_rise=0.0_fall=1.0
9,snake,2,delta_rise=0.25_fall=0.0
9,surreptitious,1,delta_rise=0.25_fall=0.0
9,sneaky,0,delta_rise=0.25_fall=0.0
9,stab,1,delta_rise=0.25_fall=0.0
9,save,1,delta_rise=0.25_fall=0.0
9,swim,0,delta_rise=0.25_fall=0.0
9,secret,1,delta_rise=0.25_fall=0.0
9,stealthy,0,delta_rise=0.25_fall=0.0
9,sexy,1,delta_rise=0.25_fall=0.0
9,slippery,0,delta_rise=0.25_fall=0.0
9,silver,1,delta_rise=0.25_fall=0.0
9,slime,1,delta_rise=0.25_fall=0.0
9,slit,0,delta_rise=0.25_fall=0.0
9,sand,0,delta_rise=0.25_fall=0.0
9,super,1,delta_rise=0.25_fall=0.0
9,state,0,delta_rise=0.25_fall=0.0
9,stand,1,delta_rise=0.25_fall=0.0
9,sock,1,delta_rise=0.25_fall=0.0
9,sodding,1,delta_rise=0.25_fall=0.0
9,soak,0,delta_rise=0.25_fall=0.0
9,snake,2,delta_rise=0.25_fall=0.25
9,surreptitious,1,delta_rise=0.25_fall=0.25
9,sneaky,0,delta_rise=0.25_fall=0.25
9,stab,1,delta_rise=0.25_fall=0.25
9,save,1,delta_rise=0.25_fall=0.25
9,swim,0,delta_rise=0.25_fall=0.25
9,secret,1,delta_rise=0.25_fall=0.25
9,stealthy,0,delta_rise=0.25_fall=0.25
9,sexy,1,delta_rise=0.25_fall=0.25
9,slippery,0,delta_rise=0.25_fall=0.25
9,silver,1,delta_rise=0.25_fall=0.25
9,slime,1,delta_rise=0.25_fall=0.25
9,slit,0,delta_rise=0.25_fall=0.25
9,sand,0,delta_rise=0.25_fall=0.25
9,super,1,delta_rise=0.25_fall=0.25
9,state,0,delta_rise=0.25_fall=0.25
9,stand,1,delta_rise=0.25_fall=0.25
9,sock,1,delta_rise=0.25_fall=0.25
9,sodding,1,delta_rise=0.25_fall=0.25
9,soak,0,delta_rise=0.25_fall=0.25
9,snake,2,delta_rise=0.25_fall=0.5
9,surreptitious,1,delta_rise=0.25_fall=0.5
9,sneaky,0,delta_rise=0.25_fall=0.5
9,stab,1,delta_rise=0.25_fall=0.5
9,save,1,delta_rise=0.25_fall=0.5
9,swim,0,delta_rise=0.25_fall=0.5
9,secret,1,delta_rise=0.25_fall=0.5
9,stealthy,0,delta_rise=0.25_fall=0.5
9,sexy,1,delta_rise=0.25_fall=0.5
9,slippery,0,delta_rise=0.25_fall=0.5
9,silver,1,delta_rise=0.25_fall=0.5
9,slime,1,delta_rise=0.25_fall=0.5
9,slit,0,delta_rise=0.25_fall=0.5
9,sand,0,delta_rise=0.25_fall=0.5
9,super,1,delta_rise=0.25_fall=0.5
9,state,0,delta_rise=0.25_fall=0.5
9,stand,0,delta_rise=0.25_fall=0.5
9,sock,1,delta_rise=0.25_fall=0.5
9,sodding,1,delta_rise=0.25_fall=0.5
9,soak,0,delta_rise=0.25_fall=0.5
9,snake,2,delta_rise=0.25_fall=0.75
9,surreptitious,1,delta_rise=0.25_fall=0.75
9,sneaky,0,delta_rise=0.25_fall=0.75
9,stab,1,delta_rise=0.25_fall=0.75
9,save,1,delta_rise=0.25_fall=0.75
9,swim,0,delta_rise=0.25_fall=0.75
9,secret,1,delta_rise=0.25_fall=0.75
9,stealthy,0,delta_rise=0.25_fall=0.75
9,sexy,1,delta_rise=0.25_fall=0.75
9,slippery,0,delta_rise=0.25_fall=0.75
9,silver,0,delta_rise=0.25_fall=0.75
9,slime,1,delta_rise=0.25_fall=0.75
9,slit,0,delta_rise=0.25_fall=0.75
9,sand,0,delta_rise=0.25_fall=0.75
9,super,1,delta_rise=0.25_fall=0.75
9,state,0,delta_rise=0.25_fall=0.75
9,stand,0,delta_rise=0.25_fall=0.75
9,sock,0,delta_rise=0.25_fall=0.75
9,sodding,0,delta_rise=0.25_fall=0.75
9,soak,0,delta_rise=0.25_fall=0.75
9,snake,2,delta_rise=0.25_fall=1.0
9,surreptitious,1,delta_rise=0.25_fall=1.0
9,sneaky,0,delta_rise=0.25_fall=1.0
9,stab,1,delta_rise=0.25_fall=1.0
9,save,1,delta_rise=0.25_fall=1.0
9,swim,0,delta_rise=0.25_fall=1.0
9,secret,1,delta_rise=0.25_fall=1.0
9,stealthy,0,delta_rise=0.25_fall=1.0
9,sexy,1,delta_rise=0.25_fall=1.0
9,slippery,0,delta_rise=0.25_fall=1.0
9,silver,0,delta_rise=0.25_fall=1.0
9,slime,1,delta_rise=0.25_fall=1.0
9,slit,0,delta_rise=0.25_fall=1.0
9,sand,0,delta_rise=0.25_fall=1.0
9,super,1,delta_rise=0.25_fall=1.0
9,state,0,delta_rise=0.25_fall=1.0
9,stand,0,delta_rise=0.25_fall=1.0
9,sock,0,delta_rise=0.25_fall=1.0
9,sodding,0,delta_rise=0.25_fall=1.0
9,soak,0,delta_rise=0.25_fall=1.0
9,snake,2,delta_rise=0.5_fall=0.0
9,surreptitious,1,delta_rise=0.5_fall=0.0
9,sneaky,0,delta_rise=0.5_fall=0.0
9,stab,1,delta_rise=0.5_fall=0.0
9,save,1,delta_rise=0.5_fall=0.0
9,swim,0,delta_rise=0.5_fall=0.0
9,secret,1,delta_rise=0.5_fall=0.0
9,stealthy,0,delta_rise=0.5_fall=0.0
9,sexy,1,delta_rise=0.5_fall=0.0
9,slippery,1,delta_rise=0.5_fall=0.0
9,silver,1,delta_rise=0.5_fall=0.0
9,slime,1,delta_rise=0.5_fall=0.0
9,slit,0,delta_rise=0.5_fall=0.0
9,sand,0,delta_rise=0.5_fall=0.0
9,super,1,delta_rise=0.5_fall=0.0
9,state,0,delta_rise=0.5_fall=0.0
9,stand,1,delta_rise=0.5_fall=0.0
9,sock,1,delta_rise=0.5_fall=0.0
9,sodding,1,delta_rise=0.5_fall=0.0
9,soak,0,delta_rise=0.5_fall=0.0
9,snake,2,delta_rise=0.5_fall=0.25
9,surreptitious,1,delta_rise=0.5_fall=0.25
9,sneaky,0,delta_rise=0.5_fall=0.25
9,stab,1,delta_rise=0.5_fall=0.25
9,save,1,delta_rise=0.5_fall=0.25
9,swim,0,delta_rise=0.5_fall=0.25
9,secret,1,delta_rise=0.5_fall=0.25
9,stealthy,0,delta_rise=0.5_fall=0.25
9,sexy,1,delta_rise=0.5_fall=0.25
9,slippery,1,delta_rise=0.5_fall=0.25
9,silver,1,delta_rise=0.5_fall=0.25
