Subject,Fluency_Item,Switch_Value,Switch_Method
8,frisbee,1,delta_rise=0.75_fall=0.0
8,football,0,delta_rise=0.75_fall=0.0
8,foot,0,delta_rise=0.75_fall=0.0
8,funny,1,delta_rise=0.75_fall=0.0
8,filibuster,1,delta_rise=0.75_fall=0.0
8,frequent,1,delta_rise=0.75_fall=0.0
8,finally,1,delta_rise=0.75_fall=0.0
8,finish,0,delta_rise=0.75_fall=0.0
8,fridge,2,delta_rise=0.75_fall=0.25
8,frig,0,delta_rise=0.75_fall=0.25
8,fun,1,delta_rise=0.75_fall=0.25
8,frisbee,1,delta_rise=0.75_fall=0.25
8,football,0,delta_rise=0.75_fall=0.25
8,foot,0,delta_rise=0.75_fall=0.25
8,funny,1,delta_rise=0.75_fall=0.25
8,filibuster,1,delta_rise=0.75_fall=0.25
8,frequent,1,delta_rise=0.75_fall=0.25
8,finally,1,delta_rise=0.75_fall=0.25
8,finish,0,delta_rise=0.75_fall=0.25
8,fridge,2,delta_rise=0.75_fall=0.5
8,frig,0,delta_rise=0.75_fall=0.5
8,fun,1,delta_rise=0.75_fall=0.5
8,frisbee,1,delta_rise=0.75_fall=0.5
8,football,0,delta_rise=0.75_fall=0.5
8,foot,0,delta_rise=0.75_fall=0.5
8,funny,1,delta_rise=0.75_fall=0.5
8,filibuster,1,delta_rise=0.75_fall=0.5
8,frequent,1,delta_rise=0.75_fall=0.5
8,finally,1,delta_rise=0.75_fall=0.5
8,finish,0,delta_rise=0.75_fall=0.5
8,fridge,2,delta_rise=0.75_fall=0.75
8,frig,0,delta_rise=0.75_fall=0.75
8,fun,1,delta_rise=0.75_fall=0.75
8,frisbee,1,delta_rise=0.75_fall=0.75
8,football,0,delta_rise=0.75_fall=0.75
8,foot,0,delta_rise=0.75_fall=0.75
8,funny,1,delta_rise=0.75_fall=0.75
8,filibuster,1,delta_rise=0.75_fall=0.75
8,frequent,1,delta_rise=0.75_fall=0.75
8,finally,1,delta_rise=0.75_fall=0.75
8,finish,0,delta_rise=0.75_fall=0.75
8,fridge,2,delta_rise=0.75_fall=1.0
8,frig,0,delta_rise=0.75_fall=1.0
8,fun,1,delta_rise=0.75_fall=1.0
8,frisbee,1,delta_rise=0.75_fall=1.0
8,football,0,delta_rise=0.75_fall=1.0
8,foot,0,delta_rise=0.75_fall=1.0
8,funny,1,delta_rise=0.75_fall=1.0
8,filibuster,1,delta_rise=0.75_fall=1.0
8,frequent,1,delta_rise=0.75_fall=1.0
8,finally,1,delta_rise=0.75_fall=1.0
8,finish,0,delta_rise=0.75_fall=1.0
8,fridge,2,delta_rise=1.0_fall=0.0
8,frig,0,delta_rise=1.0_fall=0.0
8,fun,1,delta_rise=1.0_fall=0.0
8,frisbee,1,delta_rise=1.0_fall=0.0
8,football,0,delta_rise=1.0_fall=0.0
8,foot,0,delta_rise=1.0_fall=0.0
8,funny,1,delta_rise=1.0_fall=0.0
8,filibuster,1,delta_rise=1.0_fall=0.0
8,frequent,1,delta_rise=1.0_fall=0.0
8,finally,1,delta_rise=1.0_fall=0.0
8,finish,0,delta_rise=1.0_fall=0.0
8,fridge,2,delta_rise=1.0_fall=0.25
8,frig,0,delta_rise=1.0_fall=0.25
8,fun,1,delta_rise=1.0_fall=0.25
8,frisbee,1,delta_rise=1.0_fall=0.25
8,football,0,delta_rise=1.0_fall=0.25
8,foot,0,delta_rise=1.0_fall=0.25
8,funny,1,delta_rise=1.0_fall=0.25
8,filibuster,1,delta_rise=1.0_fall=0.25
8,frequent,1,delta_rise=1.0_fall=0.25
8,finally,1,delta_rise=1.0_fall=0.25
8,finish,0,delta_rise=1.0_fall=0.25
8,fridge,2,delta_rise=1.0_fall=0.5
8,frig,0,delta_rise=1.0_fall=0.5
8,fun,1,delta_rise=1.0_fall=0.5
8,frisbee,1,delta_rise=1.0_fall=0.5
8,football,0,delta_rise=1.0_fall=0.5
8,foot,0,delta_rise=1.0_fall=0.5
8,funny,1,delta_rise=1.0_fall=0.5
8,filibuster,1,delta_rise=1.0_fall=0.5
8,frequent,1,delta_rise=1.0_fall=0.5
8,finally,1,delta_rise=1.0_fall=0.5
8,finish,0,delta_rise=1.0_fall=0.5
8,fridge,2,delta_rise=1.0_fall=0.75
8,frig,0,delta_rise=1.0_fall=0.75
8,fun,1,delta_rise=1.0_fall=0.75
8,frisbee,1,delta_rise=1.0_fall=0.75
8,football,0,delta_rise=1.0_fall=0.75
8,foot,0,delta_rise=1.0_fall=0.75
8,funny,1,delta_rise=1.0_fall=0.75
8,filibuster,1,delta_rise=1.0_fall=0.75
8,frequent,1,delta_rise=1.0_fall=0.75
8,finally,1,delta_rise=1.0_fall=0.75
8,finish,0,delta_rise=1.0_fall=0.75
8,fridge,2,delta_rise=1.0_fall=1.0
8,frig,0,delta_rise=1.0_fall=1.0
8,fun,1,delta_rise=1.0_fall=1.0
8,frisbee,1,delta_rise=1.0_fall=1.0
8,football,0,delta_rise=1.0_fall=1.0
8,foot,0,delta_rise=1.0_fall=1.0
8,funny,1,delta_rise=1.0_fall=1.0
8,filibuster,1,delta_rise=1.0_fall=1.0
8,frequent,1,delta_rise=1.0_fall=1.0
8,finally,1,delta_rise=1.0_fall=1.0
8,finish,0,delta_rise=1.0_fall=1.0
9,frog,2,simdrop
9,fright,0,simdrop
9,farm,1,simdrop
9,fair,0,simdrop
9,far,0,simdrop
9,freak,0,simdrop
9,frame,1,simdrop
9,flame,0,simdrop
9,flat,0,simdrop
9,flit,0,simdrop
9,fret,0,simdrop
9,fee,1,simdrop
9,fare,0,simdrop
9,fist,1,simdrop
9,flick,0,simdrop
9,fire,0,simdrop
9,fest,1,simdrop
9,festival,0,simdrop
9,from,2,simdrop
9,frog,2,delta_rise=0.0_fall=0.0
9,fright,1,delta_rise=0.0_fall=0.0
9,farm,1,delta_rise=0.0_fall=0.0
9,fair,0,delta_rise=0.0_fall=0.0
9,far,0,delta_rise=0.0_fall=0.0
9,freak,1,delta_rise=0.0_fall=0.0
9,frame,1,delta_rise=0.0_fall=0.0
9,flame,0,delta_rise=0.0_fall=0.0
9,flat,0,delta_rise=0.0_fall=0.0
9,flit,0,delta_rise=0.0_fall=0.0
9,fret,0,delta_rise=0.0_fall=0.0
9,fee,1,delta_rise=0.0_fall=0.0
9,fare,0,delta_rise=0.0_fall=0.0
9,fist,1,delta_rise=0.0_fall=0.0
9,flick,0,delta_rise=0.0_fall=0.0
9,fire,1,delta_rise=0.0_fall=0.0
9,fest,1,delta_rise=0.0_fall=0.0
9,festival,0,delta_rise=0.0_fall=0.0
9,from,1,delta_rise=0.0_fall=0.0
9,frog,2,delta_rise=0.0_fall=0.25
9,fright,1,delta_rise=0.0_fall=0.25
9,farm,1,delta_rise=0.0_fall=0.25
9,fair,0,delta_rise=0.0_fall=0.25
9,far,0,delta_rise=0.0_fall=0.25
9,freak,1,delta_rise=0.0_fall=0.25
9,frame,1,delta_rise=0.0_fall=0.25
9,flame,0,delta_rise=0.0_fall=0.25
9,flat,0,delta_rise=0.0_fall=0.25
9,flit,0,delta_rise=0.0_fall=0.25
9,fret,0,delta_rise=0.0_fall=0.25
9,fee,1,delta_rise=0.0_fall=0.25
9,fare,0,delta_rise=0.0_fall=0.25
9,fist,1,delta_rise=0.0_fall=0.25
9,flick,0,delta_rise=0.0_fall=0.25
9,fire,0,delta_rise=0.0_fall=0.25
9,fest,1,delta_rise=0.0_fall=0.25
9,festival,0,delta_rise=0.0_fall=0.25
9,from,1,delta_rise=0.0_fall=0.25
9,frog,2,delta_rise=0.0_fall=0.5
9,fright,1,delta_rise=0.0_fall=0.5
9,farm,1,delta_rise=0.0_fall=0.5
9,fair,0,delta_rise=0.0_fall=0.5
9,far,0,delta_rise=0.0_fall=0.5
9,freak,0,delta_rise=0.0_fall=0.5
9,frame,1,delta_rise=0.0_fall=0.5
9,flame,0,delta_rise=0.0_fall=0.5
9,flat,0,delta_rise=0.0_fall=0.5
9,flit,0,delta_rise=0.0_fall=0.5
9,fret,0,delta_rise=0.0_fall=0.5
9,fee,0,delta_rise=0.0_fall=0.5
9,fare,0,delta_rise=0.0_fall=0.5
9,fist,1,delta_rise=0.0_fall=0.5
9,flick,0,delta_rise=0.0_fall=0.5
9,fire,0,delta_rise=0.0_fall=0.5
9,fest,1,delta_rise=0.0_fall=0.5
9,festival,0,delta_rise=0.0_fall=0.5
9,from,1,delta_rise=0.0_fall=0.5
9,frog,2,delta_rise=0.0_fall=0.75
9,fright,1,delta_rise=0.0_fall=0.75
9,farm,1,delta_rise=0.0_fall=0.75
9,fair,0,delta_rise=0.0_fall=0.75
9,far,0,delta_rise=0.0_fall=0.75
9,freak,0,delta_rise=0.0_fall=0.75
9,frame,1,delta_rise=0.0_fall=0.75
9,flame,0,delta_rise=0.0_fall=0.75
9,flat,0,delta_rise=0.0_fall=0.75
9,flit,0,delta_rise=0.0_fall=0.75
9,fret,0,delta_rise=0.0_fall=0.75
9,fee,0,delta_rise=0.0_fall=0.75
9,fare,0,delta_rise=0.0_fall=0.75
9,fist,1,delta_rise=0.0_fall=0.75
9,flick,0,delta_rise=0.0_fall=0.75
9,fire,0,delta_rise=0.0_fall=0.75
9,fest,1,delta_rise=0.0_fall=0.75
9,festival,0,delta_rise=0.0_fall=0.75
9,from,1,delta_rise=0.0_fall=0.75
9,frog,2,delta_rise=0.0_fall=1.0
9,fright,1,delta_rise=0.0_fall=1.0
9,farm,1,delta_rise=0.0_fall=1.0
9,fair,0,delta_rise=0.0_fall=1.0
9,far,0,delta_rise=0.0_fall=1.0
9,freak,0,delta_rise=0.0_fall=1.0
9,frame,0,delta_rise=0.0_fall=1.0
9,flame,0,delta_rise=0.0_fall=1.0
9,flat,0,delta_rise=0.0_fall=1.0
9,flit,0,delta_rise=0.0_fall=1.0
9,fret,0,delta_rise=0.0_fall=1.0
9,fee,0,delta_rise=0.0_fall=1.0
9,fare,0,delta_rise=0.0_fall=1.0
9,fist,1,delta_rise=0.0_fall=1.0
9,flick,0,delta_rise=0.0_fall=1.0
9,fire,0,delta_rise=0.0_fall=1.0
9,fest,1,delta_rise=0.0_fall=1.0
9,festival,0,delta_rise=0.0_fall=1.0
9,from,1,delta_rise=0.0_fall=1.0
9,frog,2,delta_rise=0.25_fall=0.0
9,fright,1,delta_rise=0.25_fall=0.0
9,farm,1,delta_rise=0.25_fall=0.0
9,fair,0,delta_rise=0.25_fall=0.0
9,far,0,delta_rise=0.25_fall=0.0
9,freak,1,delta_rise=0.25_fall=0.0
9,frame,1,delta_rise=0.25_fall=0.0
9,flame,0,delta_rise=0.25_fall=0.0
9,flat,0,delta_rise=0.25_fall=0.0
9,flit,0,delta_rise=0.25_fall=0.0
9,fret,0,delta_rise=0.25_fall=0.0
9,fee,1,delta_rise=0.25_fall=0.0
9,fare,0,delta_rise=0.25_fall=0.0
9,fist,1,delta_rise=0.25_fall=0.0
9,flick,0,delta_rise=0.25_fall=0.0
9,fire,1,delta_rise=0.25_fall=0.0
9,fest,1,delta_rise=0.25_fall=0.0
9,festival,0,delta_rise=0.25_fall=0.0
9,from,1,delta_rise=0.25_fall=0.0
9,frog,2,delta_rise=0.25_fall=0.25
9,fright,1,delta_rise=0.25_fall=0.25
9,farm,1,delta_rise=0.25_fall=0.25
9,fair,0,delta_rise=0.25_fall=0.25
9,far,0,delta_rise=0.25_fall=0.25
9,freak,1,delta_rise=0.25_fall=0.25
9,frame,1,delta_rise=0.25_fall=0.25
9,flame,0,delta_rise=0.25_fall=0.25
9,flat,0,delta_rise=0.25_fall=0.25
9,flit,0,delta_rise=0.25_fall=0.25
9,fret,0,delta_rise=0.25_fall=0.25
9,fee,1,delta_rise=0.25_fall=0.25
9,fare,0,delta_rise=0.25_fall=0.25
9,fist,1,delta_rise=0.25_fall=0.25
9,flick,0,delta_rise=0.25_fall=0.25
9,fire,0,delta_rise=0.25_fall=0.25
9,fest,1,delta_rise=0.25_fall=0.25
9,festival,0,delta_rise=0.25_fall=0.25
9,from,1,delta_rise=0.25_fall=0.25
9,frog,2,delta_rise=0.25_fall=0.5
9,fright,1,delta_rise=0.25_fall=0.5
9,farm,1,delta_rise=0.25_fall=0.5
9,fair,0,delta_rise=0.25_fall=0.5
9,far,0,delta_rise=0.25_fall=0.5
9,freak,0,delta_rise=0.25_fall=0.5
9,frame,1,delta_rise=0.25_fall=0.5
9,flame,0,delta_rise=0.25_fall=0.5
9,flat,0,delta_rise=0.25_fall=0.5
9,flit,0,delta_rise=0.25_fall=0.5
9,fret,0,delta_rise=0.25_fall=0.5
9,fee,0,delta_rise=0.25_fall=0.5
9,fare,0,delta_rise=0.25_fall=0.5
9,fist,1,delta_rise=0.25_fall=0.5
9,flick,0,delta_rise=0.25_fall=0.5
9,fire,0,delta_rise=0.25_fall=0.5
9,fest,1,delta_rise=0.25_fall=0.5
9,festival,0,delta_rise=0.25_fall=0.5
9,from,1,delta_rise=0.25_fall=0.5
9,frog,2,delta_rise=0.25_fall=0.75
9,fright,1,delta_rise=0.25_fall=0.75
9,farm,1,delta_rise=0.25_fall=0.75
9,fair,0,delta_rise=0.25_fall=0.75
9,far,0,delta_rise=0.25_fall=0.75
9,freak,0,delta_rise=0.25_fall=0.75
9,frame,1,delta_rise=0.25_fall=0.75
9,flame,0,delta_rise=0.25_fall=0.75
9,flat,0,delta_rise=0.25_fall=0.75
9,flit,0,delta_rise=0.25_fall=0.75
9,fret,0,delta_rise=0.25_fall=0.75
9,fee,0,delta_rise=0.25_fall=0.75
9,fare,0,delta_rise=0.25_fall=0.75
9,fist,1,delta_rise=0.25_fall=0.75
9,flick,0,delta_rise=0.25_fall=0.75
9,fire,0,delta_rise=0.25_fall=0.75
9,fest,1,delta_rise=0.25_fall=0.75
9,festival,0,delta_rise=0.25_fall=0.75
9,from,1,delta_rise=0.25_fall=0.75
9,frog,2,delta_rise=0.25_fall=1.0
9,fright,1,delta_rise=0.25_fall=1.0
9,farm,1,delta_rise=0.25_fall=1.0
9,fair,0,delta_rise=0.25_fall=1.0
9,far,0,delta_rise=0.25_fall=1.0
9,freak,0,delta_rise=0.25_fall=1.0
9,frame,0,delta_rise=0.25_fall=1.0
9,flame,0,delta_rise=0.25_fall=1.0
9,flat,0,delta_rise=0.25_fall=1.0
9,flit,0,delta_rise=0.25_fall=1.0
9,fret,0,delta_rise=0.25_fall=1.0
9,fee,0,delta_rise=0.25_fall=1.0
9,fare,0,delta_rise=0.25_fall=1.0
9,fist,1,delta_rise=0.25_fall=1.0
9,flick,0,delta_rise=0.25_fall=1.0
9,fire,0,delta_rise=0.25_fall=1.0
9,fest,1,delta_rise=0.25_fall=1.0
9,festival,0,delta_rise=0.25_fall=1.0
9,from,1,delta_rise=0.25_fall=1.0
9,frog,2,delta_rise=0.5_fall=0.0
9,fright,1,delta_rise=0.5_fall=0.0
9,farm,1,delta_rise=0.5_fall=0.0
9,fair,0,delta_rise=0.5_fall=0.0
9,far,0,delta_rise=0.5_fall=0.0
9,freak,1,delta_rise=0.5_fall=0.0
9,frame,1,delta_rise=0.5_fall=0.0
9,flame,1,delta_rise=0.5_fall=0.0
9,flat,1,delta_rise=0.5_fall=0.0
9,flit,1,delta_rise=0.5_fall=0.0
9,fret,0,delta_rise=0.5_fall=0.0
9,fee,1,delta_rise=0.5_fall=0.0
9,fare,0,delta_rise=0.5_fall=0.0
9,fist,1,delta_rise=0.5_fall=0.0
9,flick,0,delta_rise=0.5_fall=0.0
9,fire,1,delta_rise=0.5_fall=0.0
9,fest,1,delta_rise=0.5_fall=0.0
9,festival,0,delta_rise=0.5_fall=0.0
9,from,1,delta_rise=0.5_fall=0.0
9,frog,2,delta_rise=0.5_fall=0.25
9,fright,1,delta_rise=0.5_fall=0.25
9,farm,1,delta_rise=0.5_fall=0.25
9,fair,0,delta_rise=0.5_fall=0.25
9,far,0,delta_rise=0.5_fall=0.25
9,freak,1,delta_rise=0.5_fall=0.25
9,frame,1,delta_rise=0.5_fall=0.25
9,flame,1,delta_rise=0.5_fall=0.25
9,flat,1,delta_rise=0.5_fall=0.25
9,flit,1,delta_rise=0.5_fall=0.25
9,fret,0,delta_rise=0.5_fall=0.25
9,fee,1,delta_rise=0.5_fall=0.25
9,fare,0,delta_rise=0.5_fall=0.25
9,fist,1,delta_rise=0.5_fall=0.25
9,flick,0,delta_rise=0.5_fall=0.25
9,fire,0,delta_rise=0.5_fall=0.25
9,fest,1,delta_rise=0.5_fall=0.25
9,festival,0,delta_rise=0.5_fall=0.25
9,from,1,delta_rise=0.5_fall=0.25
9,frog,2,delta_rise=0.5_fall=0.5
9,fright,1,delta_rise=0.5_fall=0.5
9,farm,1,delta_rise=0.5_fall=0.5
9,fair,0,delta_rise=0.5_fall=0.5
9,far,0,delta_rise=0.5_fall=0.5
9,freak,0,delta_rise=0.5_fall=0.5
9,frame,1,delta_rise=0.5_fall=0.5
9,flame,1,delta_rise=0.5_fall=0.5
9,flat,1,delta_rise=0.5_fall=0.5
9,flit,1,delta_rise=0.5_fall=0.5
9,fret,0,delta_rise=0.5_fall=0.5
9,fee,0,delta_rise=0.5_fall=0.5
9,fare,0,delta_rise=0.5_fall=0.5
9,fist,1,delta_rise=0.5_fall=0.5
9,flick,0,delta_rise=0.5_fall=0.5
9,fire,0,delta_rise=0.5_fall=0.5
9,fest,1,delta_rise=0.5_fall=0.5
9,festival,0,delta_rise=0.5_fall=0.5
9,from,1,delta_rise=0.5_fall=0.5
9,frog,2,delta_rise=0.5_fall=0.75
9,fright,1,delta_rise=0.5_fall=0.75
9,farm,1,delta_rise=0.5_fall=0.75
9,fair,0,delta_rise=0.5_fall=0.75
9,far,0,delta_rise=0.5_fall=0.75
9,freak,0,delta_rise=0.5_fall=0.75
9,frame,1,delta_rise=0.5_fall=0.75
9,flame,1,delta_rise=0.5_fall=0.75
9,flat,1,delta_rise=0.5_fall=0.75
9,flit,1,delta_rise=0.5_fall=0.75
9,fret,0,delta_rise=0.5_fall=0.75
9,fee,0,delta_rise=0.5_fall=0.75
9,fare,0,delta_rise=0.5_fall=0.75
9,fist,1,delta_rise=0.5_fall=0.75
9,flick,0,delta_rise=0.5_fall=0.75
9,fire,0,delta_rise=0.5_fall=0.75
9,fest,1,delta_rise=0.5_fall=0.75
9,festival,0,delta_rise=0.5_fall=0.75
9,from,1,delta_rise=0.5_fall=0.75
9,frog,2,delta_rise=0.5_fall=1.0
9,fright,1,delta_rise=0.5_fall=1.0
9,farm,1,delta_rise=0.5_fall=1.0
9,fair,0,delta_rise=0.5_fall=1.0
9,far,0,delta_rise=0.5_fall=1.0
9,freak,0,delta_rise=0.5_fall=1.0
9,frame,0,delta_rise=0.5_fall=1.0
9,flame,0,delta_rise=0.5_fall=1.0
9,flat,0,delta_rise=0.5_fall=1.0
9,flit,0,delta_rise=0.5_fall=1.0
9,fret,0,delta_rise=0.5_fall=1.0
9,fee,0,delta_rise=0.5_fall=1.0
9,fare,0,delta_rise=0.5_fall=1.0
9,fist,1,delta_rise=0.5_fall=1.0
9,flick,0,delta_rise=0.5_fall=1.0
9,fire,0,delta_rise=0.5_fall=1.0
9,fest,1,delta_rise=0.5_fall=1.0
9,festival,0,delta_rise=0.5_fall=1.0
9,from,1,delta_rise=0.5_fall=1.0
9,frog,2,delta_rise=0.75_fall=0.0
9,fright,1,delta_rise=0.75_fall=0.0
