Participant,Response
1161,elephant
1161,giraffe
1161,flamingo
1161,cheetah
1161,rhinoceros
1161,alligator
1161,crocodile
1161,moose
1161,deer
1161,horse
1161,cow
1161,bugs
1161,ladybug
1161,bee
1161,spider
1161,scorpion
1162,Dog
1162,cat
1162,ostrich
1162,horse
1162,sheep
1162,fish
1162,pig
1162,cow
1162,monkey
1162,gorilla
1162,chimpanzee
1162,orangutang
1162,wolf
1162,coyote
1162,badger
1162,fox
1162,mouse
1162,rat
1162,mole
1162,eagle
1162,elephant
1162,lion
1162,zebra
1162,mere cat
1162,bore
1162,hippo
1162,rhino
1162,fish
1162,whale
1162,shark
1162,seal
1162,otter
1184,Lion
1184,tiger
1184,bear
1184,eagle
1184,rhinoceros
1184,platypus
1184,cat
1184,dog
1184,fish
1184,newt
1184,koala
1184,bear
1184,giraffe
1184,gazelle
1184,snake
1184,ape
1184,chimpanzee
1184,gorilla
1184,alligator
1184,crocodile
1184,lizards
1185,Dog
1185,cat
1185,horse
1185,pig
1185,goat
1185,sheep
1185,tiger
1185,lion
1185,giraffe
1185,rhino
1185,elephant
1185,alpaca
1185,emu
1185,pony
1185,bird
1185,fish
1185,monkey
1185,gorilla
1185,chimpanzee
1185,hippo
1185,whale
1185,dolphin
1185,hog
1185,cow
1185,deer
1185,moose
1185,rooster
1185,chicken
1195,Lion
1195,tiger
1195,bear
1195,cheetah
1195,moose
1195,spider
1195,sputmonkey
1195,monkey
1195,gorilla
1195,chimpanzee
1195,cheetah
1195,cow
1195,lion
1195,hawk
1195,humming bird
1195,pigeon
1195,whale
1195,fish
1195,shark
1195,tropical fish
1195,water
1195,ocean
1195,river
1195,lake
1195,antelope
1195,moose
1195,polar bear
1195,black bear
1195,grizzly bear
1195,snake
1195,python
1199,Cat
1199,dog
1199,rabbit
1199,hamster
1199,bird
1199,turtle
1199,horse
1199,fox
1199,squirrel
1199,possum
1199,raccoon
1199,crow
1199,grackle
1199,seagull
1199,black bears
1199,brown bears
1199,deer
1199,moose
1199,elk
1199,mice
1199,rat
1199,snake
1199,polar bear
1199,puffin
1199,cat
1199,lion
1199,cheetah
1199,kangaroo
1199,wallabies
11116,Lion
11116,giraffe
11116,aardvark
11116,rhino
11116,camel
11116,snake
11116,goat
11116,llama
11116,anteater
11116,orang-utan
11116,chimpanzee
11116,whale
11116,flying fish
11116,eel
11116,squirrel
11116,lizard
11116,chipmunk
11116,black bear
11116,grizzly bear
11116,salmon
11116,dog
11116,cat
11116,ferret
11116,mouse
11116,rat
11116,gerbil
11117,Cat
11117,dog
11117,mouse
11117,rat
11117,hamster
11117,gerbil
11117,zebra
11117,camel
11117,lion
11117,tiger
11117,elephant
11117,monkey
11117,gorilla
11117,ape
11117,sloth
11117,skunk
11117,racoon
11117,squirrel
11117,butterfly
11117,mosquito
11117,mole
11117,flamingo
11117,penguin
11117,polar bear
11117,lamb
11117,chicken
11117,rooster
11117,pig
11117,chicken
11117,cow
11117,bull
11118,Giraffe
11118,rhino
11118,dog
11118,cat
11118,zebra
11118,lion
11118,tiger
11118,whale
11118,bear
11118,fish
11118,frog
11118,ostrich
11118,cow
11118,horse
11118,sheep
11118,pig
11118,chicken
11118,turkey
11118,deer
11118,antelope
11118,walrus
11118,penguin
11118,whale
11118,monkey
11118,gorilla
11118,sea
11118,horse
11118,octopus
11118,squid
11118,squirrel
11119,Cat
11119,dog
11119,frog
11119,rabbit
11119,horse
11119,cow
11119,pig
11119,giraffe
11119,lion
11119,tiger
11119,bear
11119,cheetah
11119,tiger
11119,zebra
11119,alligator
11119,crocodile
11119,fish
11119,turtle
11119,bird
11119,otter
11119,moose
11119,deer
11119,wolf
11119,buffalo
11120,Cat
11120,dog
11120,bird
11120,lion
11120,tiger
11120,zebra
11120,camel
11120,hippo
11120,alligator
11120,crocodile
11120,cow
11120,pig
11120,chicken
11120,rooster
11120,kangaroo
11120,koala bear
11120,bear
11120,fox
11120,raccoon
11120,porcupine
11120,skunk
11120,rat
11120,mouse
11121,Dog
11121,cat
11121,bear
11121,elephant
11121,rhino
11121,lion
11121,horse
11121,cow
11121,pig
11121,wolf
11121,deer
11121,antelope
11121,moose
11121,elk
11121,caribou
11121,wolverine
11121,platypus
11121,kangaroo
11121,bat
11121,bird
11121,fish
11121,frog
11121,snake
11121,lizard
11121,ant
11121,bee
11121,wasp
11121,hornet
11121,caterpillar
11121,cockroach
11121,bunny
11121,squirrel
11121,chipmunk
11121,gerbil
11122,Dog
11122,cat
11122,bird
11122,fox
11122,elephant
11122,zebra
11122,lion
11122,tiger
11122,penguin
11122,monkey
11122,llama
11122,camel
11122,raccoon
11122,squirrel
11122,hippo
11122,horse
11122,turkey
11122,bunny
11122,rabbit
11143,Rabbit
11143,moose
11143,kangaroo
11143,shark
11143,goldfish
11143,salmon
11143,trout
11143,pike
11143,bass
11143,monkey
11143,ape
11143,gorilla
11143,snake
11143,boa constrictor
11143,python
11143,garden
11143,snake
11143,mouse
11143,rat
11143,cow
11143,chicken
11143,horse
11143,dog
11143,cat
11143,goat
11143,donkey
11143,lion
11143,tiger
11143,bear
11143,giraffe
11143,rhinoceros
11143,alligator
11143,crocodile
11143,hippopotamus
11143,black bear
11143,brown bear
11143,polar bear
11145,Dog
11145,cat
11145,hamster
11145,elephant
11145,crocodile
11145,snake
11145,rat
11145,ferret
11145,ostrich
11145,blue-jay
11145,parrot
11145,cardinal
11145,eagle
11145,falcon
11145,turtle
11145,frog
11145,zebra
11145,elephant
11145,rhino
11145,tiger
11145,lion
11145,cheetah
11147,Raccoon
11147,beaver
11147,squirrel
11147,chipmunk
11147,monkey
11147,tiger
11147,lion
11147,dolphin
11147,eagle
11147,dog
11147,cat
11147,ferret
11147,hamster
11147,bird
11147,rhinoceros
11147,gorilla
11147,giraffe
11147,alligator
11147,crocodile
11147,whales
11147,lizards
11147,insects
11147,zebra
11147,horse
11147,cow
11147,pig
11147,chicken
11147,rooster
11151,Aardvark
11151,barracuda
11151,cat
11151,dog
11151,mouse
11151,bird
11151,whale
11151,giraffe
11151,lion
11151,tiger
11151,cougar
11151,cheetah
11151,leopard
11151,whale
11151,walrus
11151,seal
11151,dolphin
11151,coyote
11151,kangaroo
11151,wombat
11151,platypus
11151,duck
11151,swan
11151,crow
11151,cardinal
11151,blue-jay
11151,parrot
11151,turtle
11151,fish
11151,dinkus-fish
11151,angelfish
11151,elephant
11151,giraffe
11151,hog pig
11175,Koala
11175,bear
11175,dolphin
11175,kangaroo
11175,cat
11175,dog
11175,fish
11175,cow
11175,horse
11175,pig
11175,mouse
11175,cat
11175,giraffe
11175,elephant
11175,rhino
11175,hippo
11175,zebra
11175,camel
11175,lion
11175,tiger
11175,bear
11175,whale
11175,bird
11175,monkey
11175,orang-utan
11175,gorilla
11175,lizard
11175,snake
11175,shark
11175,jelly
11175,fish
11176,Lion
11176,tiger
11176,elephant
11176,giraffe
11176,anteater
11176,antelope
11176,duckbilled platypus
11176,whale
11176,dolphin
11176,porpoise
11176,seals
11176,sea lions
11176,birds
11176,alligator
11176,crocodile
11176,hippo
11176,rhino
11176,cat
11176,dog
11176,cow
11176,goat
11176,sheet
11176,monkey
11176,bear
11176,wolf
11176,moose
11176,deer
11176,fox
11176,coyote
11176,fish
11176,humans
11176,snakes
11176,frogs
11176,salamander
11176,ants
11176,insects
11176,spiders
11183,Cat
11183,dog
11183,parrot
11183,fox
11183,moose
11183,dear
11183,coyote
11183,wolf
11183,duck
11183,partridge
11183,turkey
11183,chicken
11183,eagle
11183,squirrels
11183,chipmunk
11183,groundhog
11183,mouse
11183,rat
11183,sheep
11183,goat
11183,lion
11183,tiger
11183,zebra
11183,giraffe
11183,bat
11189,Alligator
11189,baboon
11189,canary
11189,duck
11189,eagle
11189,ferret
11189,groundhog
11189,hyena
11189,jaguar
11189,leopard
11189,coyote
11189,monkey
11189,gorilla
11189,zebra
11189,snake
11189,lizard
11189,dog
11189,toad
11189,vulture
11189,weasel
11189,wolverine
11189,polar bear
11189,tiger
11189,lion
11189,dog
11189,cat
11189,ant
11189,grasshopper
11189,cricket
11189,butterfly
11189,moth
11189,orang-utan
11189,chimpanzee
11211,dog
11211,cat
11211,horse
11211,lizard
11211,lion
11211,tiger
11211,bear
11211,rat
11211,horse
11211,bull
11211,chicken
11211,lamb
11211,pig
11211,salamander
11211,sloth
11211,monkey
11211,turtle
11211,fish
11211,whale
11211,dolphin
11211,sting ray
11211,eel
11211,bird
11211,ferret
11211,hamster
11211,chinchilla
11211,porcupine
11214,Cat
11214,dog
11214,iguana
11214,snake
11214,frog
11214,elephant
11214,gorilla
11214,lion
11214,polar
11214,bear
11214,mammoth
11214,bear
11214,tiger
11214,leopard
11214,grizzly
11214,bear
11214,antelope
11214,gazelle
11214,ant-eater
11214,frog
11214,ferret
11214,parrot
11214,rat
11214,hedgehog
11216,dogs
11216,cats
11216,bears
11216,lions
11216,tigers
11216,fish
11216,snakes
11216,spiders
11216,birds
11216,rabbit
11216,squirrel
11216,raccoon
11216,cougar
11216,cheetah
11216,puma
11216,elephant
11216,camel
11216,rhino
11216,kangaroo
11216,flamingo
11216,parrot
11216,monkey
11216,gorilla
11217,dogs
11217,cats
11217,giraffes
11217,antelopes
11217,lions
11217,ferrets
11217,bunnies
11217,gophers
11217,beavers
11217,loons
11217,swans
11217,deer
11217,bears
11217,tigers
11217,hippos
11217,alligators
11217,anteaters
11217,whales
11217,sharks
11217,stingrays
11217,dolphins
11217,parrots
11217,gophers
11217,owls
11217,blue-jays
11217,polar bears
11221,Frogs
11221,lions
11221,tigers
11221,rhinos
11221,giraffes
11221,hippos
11221,crocodiles
11221,iguanas
11221,horses
11221,pigs
11221,cows
11221,whales
11221,birds
11221,dogs
11221,cats
11221,dolphins
11221,sharks
11221,turtle
11221,octopi
11221,deer
11221,antelope
11221,puma
11221,bear
11221,lynx
11221,black bear
11221,polar bear
11221,spider
11221,buffalo
11221,bison
11221,ostrich
11226,cat
11226,dog
11226,monkey
11226,whale
11226,dinosaur
11226,chimpanzee
11226,orangutan
11226,ape
11226,dolphin
11226,fish
11226,squid
11226,tuna
11226,giraffe
11226,lion
11226,shark
11226,birds
11226,falcon
11226,eagle
11226,elephant
11226,crocodile
11249,giraffe
11249,zebra
11249,lion
11249,crocodile
11249,alligator
11249,bat
11249,fish
11249,rhino
11249,pelican
11249,parrot
11249,dog
11249,cat
11249,mouse
11249,bird
11249,racoon
11249,squirrel
11249,pig
11259,Cat
11259,dog
11259,horse
11259,rat
11259,lemur
11259,parrot
11259,emu
11259,shark
11259,quail
11259,bull
11259,tiger
11259,lion
11259,gorilla
11259,penguin
11259,human
11259,bear
11259,snake
11259,salamander
11259,catfish
11259,narwhal
11259,whale
11259,bald-eagle
11259,hawk
11278,Lion
11278,tiger
11278,zebra
11278,rhinoceros
11278,elephant
11278,giraffe
11278,lamb
11278,alligator
11278,bird
11278,eagle
11278,flamingo
11278,hawk
11278,fish
11278,zebrafish
11278,cod
11278,shark
11278,whale
11278,dolphin
11278,lizard
11278,porcupine
11278,racoon
11278,squirrel
11278,mouse
11278,rat
11278,mole
11278,dog
11278,horse
11278,monkey
11278,gorilla
11278,chimpanzee
11278,human
11278,panther
11278,bear
11278,worm
11278,cod
11278,blowfish
11278,seal
11278,turtle
11302,zebra
11302,tiger
11302,camel
11302,rhino
11302,kangaroo
11302,whale
11302,cat
11302,dog
11302,frog
11302,beaver
11302,antelope
11302,cheetah
11302,gorilla
11302,orangutan
11302,panda
11302,snake
11302,penguin
11302,polar bear
11302,elephant
11302,horses
11302,lamb
11302,goat
11302,peacock
11302,eagle
11304,elephant
11304,camel
11304,panda
11304,ape
11304,monkey
11304,snake
11304,giraffe
11304,koala bear
11304,grizzly bear
11304,lions
11304,tigers
11304,bears
11304,penguins
11304,hippo
11304,dogs
11304,cats
11304,wolves
11304,coyotes
11304,moose
11306,dog
11306,cat
11306,sheep
11306,lamb
11306,cow
11306,pig
11306,zebra
11306,camel
11306,alpaca
11306,lama
11306,goat
11306,guinea pig
11306,hamster
11306,tiger
11306,leopard
11306,cheetah
11306,gorilla
11306,orangutan
11306,monkey
11306,rabbit
11306,bunny
11306,bear
11309,zebra
11309,monkey
11309,lion
11309,tiger
11309,bear
11309,gorilla
11309,orangutan
11309,hippopotamus
11309,rhinoceros
11309,eagle
11309,hawk
11309,giraffe
11309,elephant
11309,cat
11309,dog
11309,parrot
11309,bunny
11309,squirrel
11309,chipmunk
11309,raccoon
11309,shark
11309,whale
11365,flamingo
11365,rhinoceros
11365,camel
11365,zebra
11365,lion
11365,horse
11365,sloth
11365,crocodile
11365,alligator
11365,hippopotamus
11365,dog
11365,cat
11365,rat
11365,mouse
11365,bird
11365,blue jay
11365,eagle
11365,hawk
11365,cheetah
11365,antelope
11365,muskrat
11365,hedgehog
11365,groundhog
11365,moose
11365,caribou
11365,deer
11365,bug
11365,bobcat
11365,tiger
11390,dog
11390,cat
11390,zebra
11390,fish
11390,bird
11390,rhino
11390,pelican
11390,caterpillar
11390,grasshopper
11390,dragon
11390,fly
11400,giraffe
11400,tiger
11400,rhino
11400,dog
11400,cat
11400,leopard
11400,wolf
11400,coyote
11400,falcon
11400,eagle
11400,blue jay
11400,crow
11400,whale
11400,dolphin
11400,orca
11400,gold fish
11400,squirrel
11400,chipmunk
11400,zebra
11400,elephant
11404,dog
11404,cat
11404,mouse
11404,lizard
11404,rat
11404,mole
11404,groundhog
11404,seahorse
11404,whale
11404,dolphin
11404,badger
11404,weasel
11404,ferret
11404,camel
11404,donkey
11404,mule
11404,horse
11404,orangutan
11404,tiger
11404,lion
11404,wolf
11404,eagle
11404,falcon
11404,vulture
11411,dogs
11411,cats
11411,snakes
11411,lions
11411,tigers
11411,leopards
11411,giraffe
11411,camel
11411,falcon
11411,eagles
11411,hyenas
11411,antelope
11411,bison
11411,monkey
11411,panda
11411,bears
11411,grizzly bears
11411,black bears
11411,lizards
11411,birds
11411,insects
11411,humans
11411,cockroach
11411,ants
11411,spiders
11411,centipedes
11414,cheetah
11414,lion
11414,tiger
11414,ostrich
11414,flamingo
11414,fish
11414,rhinoceros
11414,duck
11414,dog
11414,wolf
11414,labrador
11414,rottweiler
11414,German shepherd
11414,octopus
11417,giraffe
11417,hippo
11417,zebra
11417,lion
11417,tiger
11417,crocodile
11417,anteater
11417,panda
11417,alligator
11417,raccoon
11417,polar bear
11417,dog
11417,cat
11417,fish
11417,deer
11417,moose
11417,turtle
11417,frog
11417,toad
11417,buffalo
11417,elk
11417,rhinoceros
11417,snake
11423,aardvark
11423,elephant
11423,giraffe
11423,dog
11423,cat
11423,lion
11423,jaguar
11423,tiger
11423,zebra
11423,crocodile
11423,alligator
11423,peacock
11423,budgie
11423,osprey
11423,eagle
11423,fox
11423,deer
11423,moose
11423,caribou
11423,elk
11423,partridge
11423,turkey
11423,blue jay
11423,robin
11423,pheasant
11423,rhino
11423,bear
11423,pigeon
11423,mudpuppy
11424,snake
11424,rabbit
11424,fox
11424,dog
11424,cat
11424,bat
11424,dolphin
11424,whale
11424,walrus
11424,zebra
11424,cheetah
11424,tiger
11424,lion  bear
11424,eagle
11424,peacock
11424,skunk
11424,chiwawa
11424,cricket
11424,butterfly
11424,lady bug
11424,worm
11424,crow
11424,polar bear
11424,panda
11424,gorilla
11424,panther
11490,aardvark
11490,anteater
11490,snake
11490,sloth
11490,horse
11490,zebra
11490,elephant
11490,deer
11490,moose
11490,marmoset
11490,owl
11490,skunk
11490,squirrel
11490,frog
11490,spider
11490,snail
11490,beetle
11491,salamander
11491,snakes
11491,alligators
11491,giraffe
11491,lions
11491,tigers
11491,bears
11491,monkeys
11491,peacock
11491,penguins
11491,dog
11491,cat
11491,owl
11491,hamsters
11491,pigs
11491,cows
11491,chicken
11493,zebra
11493,rhino
11493,camel
11493,jaguar
11493,cougar
11493,mountain lion
11493,cat
11493,dog
11493,fish
11493,rabbit
11493,chicken
11493,cow
11493,duck
11493,horse
11493,owl
11493,birds
11493,hippopotamus
11493,tiger
11493,lion
11493,opossum
11493,hedgehog
11493,armadillo
11493,aardvark
11497,dog
11497,cat
11497,mouse
11497,rat
11497,frog
11497,pig
11497,eagle
11497,albatross
11497,anteater
11497,ant
11497,bat
11497,crow
11497,elephant
11497,flamingo
11497,fox
11497,hippo
11497,giraffe
11497,iguana
11497,llama
11497,monkey
11497,mammal
11497,ostrich
11497,orangutan
11497,octopus
11497,opossum
11497,rhino
11497,snake
11497,python
11497,zebra
11498,monkey
11498,orangutan
11498,chimps
11498,gorillas
11498,dogs
11498,cats
11498,mice
11498,rats
11498,bunnies
11498,Guinea pigs
11498,gopher
11498,groundhog
11498,lions
11498,tigers
11498,bears
11498,giraffes
11498,zebra
11498,alpaca
11498,llama
11498,hamsters
11498,gerbil
11498,ducks
11498,goose
11498,moose
11498,deer
11498,Caribou
11498,polar bear
11498,panda
11498,grizzly bear
11498,dolphin
11498,sharks
11498,snakes
11498,frogs
11498,turtles
11498,cows
11498,horse
11498,sheep
11498,goat
11498,chicken
11498,fish
11500,dog
11500,cat
11500,lizard
11500,fish
11500,rabbit
11500,whale
11500,bear
11500,lion
11500,rhinoceros
11500,camel
11500,cheetah
11500,elephant
11500,raccoon
11500,squirrels
11500,mouse
11500,skunk
11500,moose
11500,deer
11500,antelope
11500,shark
11500,jelly fish
11500,dolphin
11500,eagle
11500,ox
11500,beagle
11500,pelican
11500,seal
11500,sloth
11504,badger
11504,beaver
11504,mouse
11504,rat
11504,dog
11504,cat
11504,otter
11504,antelope
11504,wolf
11504,cougar
11504,tiger
11504,lion
11504,elephant
11504,rhino
11504,zebra
11504,aardvark
11504,fish
11504,shark
11504,squid
11504,octopus
11504,snail
11504,ant
11504,bee
11504,hornet
11504,wasp
11504,worm
11504,fly
11510,mammals
11510,cows
11510,chickens
11510,frogs
11510,snakes
11510,birds
11510,bugs
11510,insects
11510,tadpoles
11510,polar bears
11510,grizzly bears
11510,black bears
11510,lamprey
11510,eel
11510,great white sharks
11510,blue whales
11510,termites
11510,seagulls
11510,alligator
11510,flamingo
11510,crocodiles
11510,snails
11510,grasshoppers
11515,birds
11515,fish
11515,tiger
11515,cheetah
11515,cats
11515,dogs
11515,wolves
11515,frogs
11515,snakes
11515,monkeys
11515,whales
11515,dolphins
11515,giraffes
11515,seagulls
11515,bunny
11515,rabbits
11515,hamsters
11515,gerbils
11515,lizards
11515,lions
11515,zebras
11515,horses
11517,dogs
11517,cats
11517,kitten
11517,mouse
11517,orangutan
11517,ape
11517,lynx
11517,opossum
11517,antelope
11517,lion
11517,tiger
11517,bear
11517,chipmunk
11517,squirrel
11517,porcupine
11517,fox
11517,moose
11517,beaver
11517,koala
11517,kangaroo
11517,wolves
11517,camel.
11525,cat
11525,dog
11525,lion
11525,rhinoceros
11525,camel
11525,snake
11525,hamster
11525,gerbil
11525,guinea pig
11525,zebra
11525,tiger
11525,giraffe
11525,polar bear
11525,bear
11525,black bear
11525,cougar
11525,bob cat
11525,rabbit
11525,hippo
11525,elephant
11525,fish
11525,shark
11530,hamster
11530,dog
11530,cat
11530,rat
11530,lizard
11530,gold fish
11530,dolphin
11530,shark
11530,otter
11530,gorilla
11530,lion
11530,monkey
11530,bear
11530,deer
11530,fish
11530,eagle
11530,bird
11530,guinea pig
11530,ferret
11532,aardvark
11532,dog
11532,lion
11532,tiger
11532,snake
11532,emu
11532,leopard
11532,hyena
11532,monkey
11532,ape
11532,turtle
11532,tortoise
11532,frog
11532,fish
11532,Dolphin
11532,whale
11532,starfish
11532,pig
11532,cow
11532,chicken
11532,buffalo
11532,turkey
11532,wolf
11532,moose
11532,deer
11532,polar bear
11533,elephant
11533,dog
11533,cat
11533,giraffe
11533,panda
11533,penguin
11533,rhino
11533,camel
11533,lion
11533,tiger
11533,zebra
11533,rabbit
11533,kangaroo
11533,koala
11533,wombat
11533,chipmunk
11533,platypus
11533,shark
11533,whale
11533,fish
11533,jelly fish
11533,octopus
11533,squid
11533,crows
11533,eagle
11533,parrot
11533,canary
11533,kookaburra
11533,hamster
11533,crocodile
11533,squirrel
11533,moose
11533,deer
11533,cow
11533,sheep
11533,chicken
11533,pig
11533,ant
11537,snake
11537,hamster
11537,cat
11537,dog
11537,horse
11537,pig
11537,donkey
11537,mule
11537,chicken
11537,lamb
11537,goat
11537,bird
11537,monkey
11537,giraffe
11537,rhinoceros
11537,lizard
11537,butterfly
11537,mouse
11537,rat
11537,squirrel
11537,raccoon
11537,wolf
11537,coyote
11537,fox
11537,deer
11537,moose
11537,owl
11537,elephant
11537,shark
11538,kangaroo
11538,lion
11538,butterfly
11538,caterpillar
11538,dog
11538,cat
11538,monkey
11538,cow
11538,pig
11538,mice
11538,giraffe
11538,rabbit
11538,sheep
11538,horses
11538,fish
11538,whale
11538,dolphin
11538,birds
11538,dinosaur
11538,humans.
11541,cats
11541,dogs
11541,horses
11541,elephants
11541,rhinos
11541,giraffes
11541,mammals
11541,snakes
11541,bats
11541,birds
11541,hamsters
11541,gerbils
11541,rodents
11541,lions
11541,tigers
11541,zebras
11541,bears
11541,gophers
11541,raccoons
