Participant,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,
11796,1,fun,family,friends,flower,forest,flute,figures,foliage,fish,flying,fat,folder,fountain,,,,,,,,,,,,,,
11818,1,frog,flamingo,flame,fought,fan,free,fire,fun,fantastic,for,from,,,,,,,,,,,,,,,,
11819,1,firetruck,flower,face,fraction,figure,finger,flourish,finesse,feline,far,fake,,,,,,,,,,,,,,,,
11822,1,frog,fiddle,french fries,feet,frown,finger,futon,fly,forget,full,favourite,,,,,,,,,,,,,,,,
11824,1,fun,fudge,face,fly,for,fog,from,fought,frog,feather,figure,fast,feast,fame,flame,fire,,,,,,,,,,,
11825,1,free,fish,fruit,freeway,fire,fox,,,,,,,,,,,,,,,,,,,,,
11826,1,Face,Friend,Forever,Function,Future,Futile,Far,fake,fun,fortunate,facts,family,Forget,,,,,,,,,,,,,,
11827,1,fruit,family,fun,face,floor,front,fair,flame,fire,frozen,frost,fall,,,,,,,,,,,,,,,
11830,1,for,fundamentally,forcibly,forget,facetious,final,fear,function,fierce,,,,,,,,,,,,,,,,,,
11831,1,fleece,flower,floor,fluctuate,flow,fear,follow,fly,film,,,,,,,,,,,,,,,,,,
11837,1,fly,fart,fat,feather,flat,fruit,fish,father,feet,face,flee,,,,,,,,,,,,,,,,
11839,1,find,fish,for,forever,fly,focus,fight,fist,furry,friend.,,,,,,,,,,,,,,,,,
11843,1,flower,flake,fetch,feel,fair,flow,friend,find,flamingo,fur,forest.,,,,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2,Feel,face,follow,fall,fine,fortune,fantastic,finish,funny,found,,,,,,,,,,,,,,,,,
1202,2,Face ,farm ,finger ,feature ,far ,follow,friend,flag,fleck,fling,frown,fruit,frumpy,fresh,frozen,fry,flight,flower,floor,fence,fend,fungus,full,foreign,for,,
1203,2,Fruit ,farm ,flannel ,food ,fresh ,fruity ,feel ,fellow ,forgotten ,for ,fond ,fountain ,,,,,,,,,,,,,,,
1204,2,Flower,foolish,floor,furnishings,fabulous,fantastic,flourishing,fence,fork,fur,fancy,fix,fortunate,,,,,,,,,,,,,,
1205,2,Food,funny,fancy,foolish,funds,feather,feeling,flutter,fabulous,fundamental,frozen,flapper,fling,foxy,facts,future,fondly,fondue,fixture,finding,fillet,flounder,,,,,
1206,2,Flower ,frank ,frequently ,forever ,further ,far ,frequently ,fervour ,fantastic ,fatalistic ,fanfare ,fragile ,frequently ,freight ,fairy,ferry,,,,,,,,,,,
1207,2,Feeble ,fortune ,fantastic ,fall ,five ,fifty ,fantasy ,fart ,febrile ,foreplay ,frozen ,frigid ,fridge ,frost ,fantastic ,,,,,,,,,,,,
1208,2,fart ,far ,fall ,fag ,feed ,food,follow ,full ,four ,fore,,,,,,,,,,,,,,,,,
1209,2,Fridge ,family ,far ,few ,forever ,feeling ,fantastic ,freight ,fume ,farm ,firm ,fool ,format ,fridge ,,,,,,,,,,,,,
1210,2,Farmer ,fox ,facts ,far ,further ,falling ,furtive ,foreign ,fast ,fruit ,flavour ,from ,forth ,fix ,flight ,phone ,,,,,,,,,,,
1211,2,false ,fee ,from ,frankest ,fear ,fox ,far ,farthing ,free ,fly ,flagrant ,floss ,flow ,fall ,feel ,fail,feet ,famous ,famished ,from ,frame ,fret ,fool.,,,,
1264,2,Fast,flagrant,food,famine,felicitation,fond,free,funny,figure,fragrant,fantastic,ferris,frame,film,fear,frame,flame,future,,,,,,,,,
1265,2,Follow,fast,frig,free,flea,fellow,fat,fast,fate,fewer,fester,free,frozen,fair,fist,floor,feeling,feast,famine,,,,,,,,
1267,2,Fish,fiddle,fence,forest,froth,frog,fort,fuzzy,fashion,force,friendly,fog,fellow,frazzled,phone,fruit,fragile,foster,frost,,,,,,,,
1268,2,Face,flower,follow,fine,fever,favourite,flavour,fluency,florin,florentine,fickle,fill,fire,fair,fume,full,,,,,,,,,,,
1270,2,Fellow,frog,fruit,folks,frustrated,fellowship,foster,frank,,,,,,,,,,,,,,,,,,,
1272,2,Famine,finish,find,fuck,forest,furry,finagle,food,font,funnel,foot,,,,,,,,,,,,,,,,
1273,2,Fun,forget,fool,fantastic,future,folly,fan,fester,filial,fortune,fabulous,five,fill,follow,fountain,floor,,,,,,,,,,,
1278,2,Full,feeling,fantasy,filibuster,frantic,fish,fulsome,fixture,fresh,finding,,,,,,,,,,,,,,,,,
12100,2,Fire,fence,flax,figure,finance,fiddle,fix,forward,fall,fowl,fare,feline,fax,forward,feather,,,,,,,,,,,,
12104,2,"Frame,","fellow,","finger,","fast,","food,","feeling,","foreman,","future,","falling,","foreman,",fickle,,,,,,,,,,,,,,,,
12105,2,Fruit,flamingo,faraway,forest,ferret,finger,fop,frog,first,fungus,fat,famous,flap,,,,,,,,,,,,,,
12107,2,"First,","fish,","ford,","flew,","from,","fleuve,","fox,","fright,","flight,","flower,",,,,,,,,,,,,,,,,,
12133,2,"Fox,","February,","foggy,","film,","foster,","failure,","free,","foam,",flipflop,"flip,","forest,","fever,","finger,","fatality,","financial,","frequency,","forward,","forever,",,,,,,,,,
12135,2,"Friend,","fool,","foul,","fair,","feet,","find,","fluke,","forest,","fop,","fancy,","fitting,","flam,","fist,","fact,","for,","famine,","fellow,",,,,,,,,,,
12136,2,"Feeble,","froze,","free,","fine,","forest,","fickle,","fink,","fabulous,","forgive,","forget,","forever,","frozen,","fish,","flour,","flower,","forever,",,,,,,,,,,,
12159,2,"Fruit,","fast,","fancy,","familiar,","fantastic,","fashion,","feet,","face,","fingers,","fallopian,","friend,","faults,","fairway,","from,","forward,","faster,",,,,,,,,,,,
12160,2,Foreigner,frequent,futility,fun,fruit,facilitate,feasible,former,foot,,,,,,,,,,,,,,,,,,
12161,2,"Food,","feed,","fuse,","fault,","forward,","fast,","Folsom,","fat,","forward,","freeze,","foot,","flower,","ford,","forge,",ford,,,,,,,,,,,,
12164,2,"From,","fret,","free,","fault,","fellow,","fruit,","fortune,","found,","from,","freedom,","freezing,","frontier,","future,","feature,","fabulous,","fountain,","freedom,","forgot,","false,",,,,,,,,
12165,2,"Frog,","fast,","frequent,","fight,","flight,","fart,","fuck,","for,","film,","fish,","fat,","family,","fanny,","faro,","fed-up,","fed,","feed,","fright,","fight,",flat,,,,,,,
12166,2,Fox,"trot,","fend,","fast,","first,","fonder,","found,","flung,","flow,","flake,","flood,","famous,","fender,",fox,"trot,","farfel,","fear,","famous,",,,,,,,,,
12191,2,"Face,","favour,","flavour,","friend,","fiend,","file,","find,","fecal,","fund,","full,","found,",famous,,,,,,,,,,,,,,,
12252,2,"Funny,","fabulous,","friendly,","font,","fountain,","funky,","fictitious,","following,","follow,",finally,,,,,,,,,,,,,,,,,
12263,2,"French,","forward,","fair,","flourish,","face,","food,","fancy,","foot,","funny,","fixture,","figure,","felony,",foot,,,,,,,,,,,,,,
12203,2,five,fine,fellows,found,fight,for,fix,finger,founder,,,,,,,,,,,,,,,,,,
12280,2,"Feet,","feel,","fraction,","fact,","fill,","fragile,","frank,",fib,,,,,,,,,,,,,,,,,,,
12287,2,"Farm,","funny,","fern,","fox,","ferment,","foam,","frothing,","fuck,","finger,","face,",front,,,,,,,,,,,,,,,,
BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12288,2,Fuck,fairy,find,funny,friend,floozy,fuzzy,forest,for,fix,fellow,frenzy,flat,fit,flax,,,,,,,,,,,,
12289,2,funny,fabulous,fantastic,future,forever,flowing,forest,foolish,flowery,,,,,,,,,,,,,,,,,,
12291,2,feather,fan,fantastic,fox,fat,food,fond,fracking,far,foam,,,,,,,,,,,,,,,,,
12293,2,Family,fun,fix,fear,fizzle,few,fortunate,friend,fly,flick,food,feet,face,,,,,,,,,,,,,,
12295,2,frog,feline,from,forethought,fear,fright,fence,fog,fallopian tube,fuck,formula,forms,,,,,,,,,,,,,,,
12296,2,fridge,freedom,fun,fancy,frigate,freebee,fuzzy,fool,full,foul,falafel,finish,fable,feces,fuck,frigid,fiddle,fake,fast,fabulous,fantastic,,,,,,
12301,2,friend,foe,foreign,forever,fracture,forward,fever,far,,,,,,,,,,,,,,,,,,,
12312,2,frankfurter,fancy,fun,frolic,fume,face,forehead,frown,fowl,,,,,,,,,,,,,,,,,,
12318,2,fun,foolish,frivolous,fast,forward,finger,forearm,foot,face,,,,,,,,,,,,,,,,,,
12321,2,fax,foxtrot,facsimile,feeling,flier,fife,finish,forthwith,front,fetal,fix,fang,fine,flit,flummox,fright,freelance,fraught,fink,file,fish,fort,,,,,
12322,2,funny,fastidious,facetious,fallacy,fail,fabric,festoon,felt,festival,fermenting,fur,fuchsia,flippant,flipper,few,,,,,,,,,,,,
12323,2,furious,flower,flour,floor,felt,fall,facts,fictitious,fulsome,forever,fiddle,fulcrum,,,,,,,,,,,,,,,
12324,2,fun,frolic,fair,free,Frisbee,flight,frock,flock,feather,feature,fantastic,functional,fairy,frisky,frump,failure,,,,,,,,,,,
12326,2,front,fire,fears,font,female,fail,fast,force,finger,forest,freckle,fight,,,,,,,,,,,,,,,
12327,2,fox,fever,friendly,feet,few,forever,forgetful,finally,forest,frequency,fame,falter,fender,fuddle,foreign,fumble,flake,flounder,florid,feminine,,,,,,,
12348,2,fun,for,front,family,foursome,frontier,formula,fork,frown,fancy,flub,,,,,,,,,,,,,,,,
12350,2,frankfurter,faraway,follow,furnace,fridge,fun,funky,few,finally,fuzzy,fizzle,flower,fruit,,,,,,,,,,,,,,
12354,2,filament,figures,fester,final,filthy,fact,fancy,face,fetish,felt,fear,fast,fart,,,,,,,,,,,,,,
12356,2,face,fashion,fat,famous,factory,farmer,ffar,factoid,fusion,funny,flowers,forms,from,find,,,,,,,,,,,,,
12357,2,funny,fat,free,frisky,fairy,fowl,frantic,fortune,fabulous,fantastic,fate,free,flower,filthy,famous,frilly,fitting,fill,found,float,flip,flock,,,,,
12358,2,frank,fool,follow,foul,fowl,fortunate,fat,foil,fried,fairy,felt,forgiving,forget,,,,,,,,,,,,,,
12367,2,fate,father,fun,friend,follow,fin,fought,frankly,former,fellowship,fun,font,farther,,,,,,,,,,,,,,
12369,2,friend,favourite,fanger,foreword,foot,face,finger,floor,funnel,finial,fond,,,,,,,,,,,,,,,,
12389,2,face,feel,fine,figure,fetch,free,for,fig,freeze,fall,fillet,fruit,,,,,,,,,,,,,,,
12559,2,fuel,fun,fool,favour,flip,foot,fancy,free,fuck,flavor,,,,,,,,,,,,,,,,,
12560,2,face,fed up,fool,federation,fantastic,field,fitted,fumes,fumigates,funny,fearless,frank,frightened,,,,,,,,,,,,,,
12561,2,Fun,fancy,faith,from,for,fuzz,fish,fat,firm,fiddle,fast,fashion,fame,further,fantasize,,,,,,,,,,,,
12562,2,ferry,fast,fun,full,fart,feat,fleece,flonk,from,febreeze,freckle,finger,fly,flock,,,,,,,,,,,,,
12564,2,frank,feeling,fighting,fraught,frying pan,fiscal,financial,fishing fun,fiddling,,,,,,,,,,,,,,,,,,
12565,2,feel,fur,fit,free,force,focus,frozen,face,fierce,,,,,,,,,,,,,,,,,,
12566,2,follow,flower,frame,flow,flush,fervor,fine,fever,focus,foolish,fun,free,force,finesse,filly,folly,forward,favour,,,,,,,,,
12567,2,face,foolish,farm,fruit,figure,familiar,foot,family,future,fig,far,fence,,,,,,,,,,,,,,,
12568,2,fish,funny,friendly,face,flick,finger,finish,fight,fin,fungus,flip,foil,folly,found,freeze,,,,,,,,,,,,
12569,2,frankly,friendly,frenetic,fantastic,forward,fancy,fettered,feathered,frenzy,finish,funny,forward,font,fishing,fanning,family,,,,,,,,,,,
12570,2,frankfurter,friend,foe,feline,female,fairy,feral,fool,fire,fireman,,,,,,,,,,,,,,,,,
12571,2,face,felicity,foreign,factor,flowing,factual,flubber,flip,fancy,flower,fragrance,flamingo,failure,flounder,floppy,frequency,,,,,,,,,,,
12573,2,fox,feather,friend,foe,field,fly,from,forethought,fraction,fear,fright,fender,flip,found,fair,fire,fig,fight,,,,,,,,,
12574,2,frame,freezing,farm,feather,father,fence,friend,fabulous,,,,,,,,,,,,,,,,,,,
12575,2,fuck,far,friendly,flat,fever,finger,flighty,fool,fence,flagrant,fragrant,,,,,,,,,,,,,,,,
12576,2,flying,fellowship,flower,father,fast,forward,foremost,furious,funny,faults,finger,friend,family,forest,front,,,,,,,,,,,,
12577,2,funny,friendly,frivolous,fur,fat,fabulous,forever,forgotten,fantasy,forest,fuzzy,frantic,frenetic,family,,,,,,,,,,,,,
12578,2,fancy,feast,fat,fit,form,fridge,follow,farm,fart,feminine,fence,fender,fun,,,,,,,,,,,,,,
12579,2,face,font,full,faithful,forever,fruit,funny,fill,Father,friction,,,,,,,,,,,,,,,,,
12580,2,funny,functional,fabulous,feeling,friend,foe,flowers,freak,fame,formidable,fax,figures,from,fate,feet,front,frames,,,,,,,,,,
12581,2,fine,find,flower,fichus,flavor,figure,finger,flowing,finance,feature,farm,focus,,,,,,,,,,,,,,,
12582,2,fun,Fill,Fall,fish,finish,forget,fortitude,fortune,follow,fit,fiction,forward,filibuster,,,,,,,,,,,,,,
12583,2,fork,fidget,father,faithful,final,forward,,,,,,,,,,,,,,,,,,,,,
12586,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12591,2,follow,filing,farm,fish,fellow,faun,friendly,finally,from,flowers,funny,fabulous,forthcoming,family,,,,,,,,,,,,,
12592,2,fruit,faun,folk,fearless,front,fox,full,freak,funny,fire,,,,,,,,,,,,,,,,,
12594,2,fan,fetch,finch,forget,fuss,fender,fantastic,futile,fun,frock,fancy,,,,,,,,,,,,,,,,
12597,2,father,feeling,foreign,flag,future,fling,from,face,follow,fraternize,fortunate,footage,feet,fibular,fast,feather,fibbing,,,,,,,,,,
12602,2,friend,fire,fair,fun,feelings,frightened,fury,fabulous,fever,feline,figure,finish,fill,full,fool,feed,fruit,fresh,flu,,,,,,,,
12615,2,fun,family,fantastic,folk,fabulous,for,fan,fox,flamingo,,,,,,,,,,,,,,,,,,
12621,2,frank,for,far,from,farm,forever,faulty,fern,fruit,fridge,fig,floor,flicker,,,,,,,,,,,,,,
12622,2,food,flesh,fetus,finger,floor,fast,fate,fact,feline,force,,,,,,,,,,,,,,,,,
12624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12628,2,frizz,flail,fled,flack,flop,flip,fling,finger,forced,frail,forever,for,fist,fidget,face,fast,fang,forest,flower,freeze,frost,,,,,,
12727,2,funny,fig,fudge,fiddle,frog,from,forest,flamingo,filter,fantastic,fast,furious,furry,fusty,frosty,fridge,finagle,fax,futon,future,fortune,fledgeling,family,forcep,,,
