Participant,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11259,1,"Cat,","dog,","horse,","rat,","lemur,","parrot,","emu,","shark,","quail,","bull,","tiger,","lion,","gorilla,","penguin,","human,","bear,","snake,","salamander,","catfish,","narwhal,","whale,","bald-eagle,",hawk,,,,,,,,,,,,,,,,,
11278,1,"Lion,","tiger,","zebra,","rhinoceros,","elephant,","giraffe,","lamb,","alligator,","bird,","eagle,","flamingo,","hawk,","fish,","zebrafish,","cod,","shark,","whale,","dolphin,","lizard,","porcupine,","racoon,","squirrel,","mouse,","rat,","mole,","dog,","horse,","monkey,","gorilla,","chimpanzee,","human,","panther,","bear,","worm,","cod,","blowfish,","seal,",turtle,,
BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,1,zebra,tiger,camel,rhino,kangaroo,whale,cat,dog,frog,beaver,antelope,cheetah,gorilla,orangutan,panda,snake,penguin,polar bear,elephant,horses,lamb,goat,peacock,eagle,,,,,,,,,,,,,,,,
11304,1,elephant,camel,panda,ape,monkey,snake,giraffe,koala bear,grizzly bear,lions,tigers,bears,penguins,hippo,dogs,cats,wolves,coyotes,moose,,,,,,,,,,,,,,,,,,,,,
11306,1,dog,cat,sheep,lamb,cow,pig,zebra,camel,alpaca,lama,goat,guinea pig,hamster,tiger,leopard,cheetah,gorilla,orangutan,monkey,rabbit,bunny,bear,,,,,,,,,,,,,,,,,,
11309,1,zebra,monkey,lion,tiger,bear,gorilla,orangutan,hippopotamus,rhinoceros,eagle,hawk,giraffe,elephant,cat,dog,parrot,bunny,squirrel,chipmunk,raccoon,shark,whale,,,,,,,,,,,,,,,,,,
11313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365,1,flamingo,rhinoceros,camel,zebra,lion,horse,sloth,crocodile,alligator,hippopotamus,dog,cat,rat,mouse,bird,blue jay,eagle,hawk,cheetah,antelope,muskrat,hedgehog,groundhog,moose,caribou,deer,bug,bobcat,tiger,,,,,,,,,,,
11390,1,dog,cat,zebra,fish,bird,rhino,pelican,caterpillar,grasshopper,dragon,fly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,1,giraffe,tiger,rhino,dog,cat,leopard,wolf,coyote,falcon,eagle,blue jay,crow,whale,dolphin,orca,gold fish,squirrel,chipmunk,zebra,elephant,,,,,,,,,,,,,,,,,,,,
11404,1,dog,cat,mouse,lizard,rat,mole,groundhog,seahorse,whale,dolphin,badger,weasel,ferret,camel,donkey,mule,horse,orangutan,tiger,lion,wolf,eagle,falcon,vulture,,,,,,,,,,,,,,,,
11411,1,dogs,cats,snakes,lions,tigers,leopards,giraffe,camel,falcon,eagles,hyenas,antelope,bison,monkey,panda,bears,grizzly bears,black bears,lizards,birds,insects,humans,cockroach,ants,spiders,centipedes,,,,,,,,,,,,,,
11414,1,cheetah,lion,tiger,ostrich,flamingo,fish,rhinoceros,duck,dog,wolf,labrador,rottweiler,German shepherd,octopus,,,,,,,,,,,,,,,,,,,,,,,,,,
11417,1,giraffe,hippo,zebra,lion,tiger,crocodile,anteater,panda,alligator,raccoon,polar bear,dog,cat,fish,deer,moose,turtle,frog,toad,buffalo,elk,rhinoceros,snake,,,,,,,,,,,,,,,,,
11423,1,aardvark,elephant,giraffe,dog,cat,lion,jaguar,tiger,zebra,crocodile,alligator,peacock,budgie,osprey,eagle,fox,deer,moose,caribou,elk,partridge,turkey,blue jay,robin,pheasant,rhino,bear,pigeon,mudpuppy,,,,,,,,,,,
11424,1,snake,rabbit,fox,dog,cat,bat,dolphin,whale,walrus,zebra,cheetah,tiger,lion  bear,eagle,peacock,skunk,chiwawa,cricket,butterfly,lady bug,worm,crow,polar bear,panda,gorilla,panther,,,,,,,,,,,,,,
11427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11434,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11440,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11490,1,aardvark,anteater,snake,sloth,horse,zebra,elephant,deer,moose,marmoset,owl,skunk,squirrel,frog,spider,snail,beetle,,,,,,,,,,,,,,,,,,,,,,,
11491,1,salamander,snakes,alligators,giraffe,lions,tigers,bears,monkeys,peacock,penguins,dog,cat,owl,hamsters,pigs,cows,chicken,,,,,,,,,,,,,,,,,,,,,,,
11493,1,zebra,rhino,camel,jaguar,cougar,mountain lion,cat,dog,fish,rabbit,chicken,cow,duck,horse,owl,birds,hippopotamus,tiger,lion,opossum,hedgehog,armadillo,aardvark,,,,,,,,,,,,,,,,,
11497,1,dog,cat,mouse,rat,frog,pig,eagle,albatross,anteater,ant,bat,crow,elephant,flamingo,fox,hippo,giraffe,iguana,llama,monkey,mammal,ostrich,orangutan,octopus,opossum,rhino,snake,python,zebra,,,,,,,,,,,
11498,1,monkey,orangutan,chimps,gorillas,dogs,cats,mice,rats,bunnies,Guinea pigs,gopher,groundhog,lions,tigers,bears,giraffes,zebra,alpaca,llama,hamsters,gerbil,ducks,goose,moose,deer,Caribou,polar bear,panda,grizzly bear,dolphin,sharks,snakes,frogs,turtles,cows,horse,sheep,goat,chicken,fish
11500,1,dog,cat,lizard,fish,rabbit,whale,bear,lion,rhinoceros,camel,cheetah,elephant,raccoon,squirrels,mouse,skunk,moose,deer,antelope,shark,jelly fish,dolphin,eagle,ox,beagle,pelican,seal,sloth,,,,,,,,,,,,
11504,1,badger,beaver,mouse,rat,dog,cat,otter,antelope,wolf,cougar,tiger,lion,elephant,rhino,zebra,aardvark,fish,shark,squid,octopus,snail,ant,bee,hornet,wasp,worm,fly,,,,,,,,,,,,,
11510,1,mammals,cows,chickens,frogs,snakes,birds,bugs,insects,tadpoles,polar bears,grizzly bears,black bears,lamprey,eel,great white sharks,blue whales,termites,seagulls,alligator,flamingo,crocodiles,snails,grasshoppers,,,,,,,,,,,,,,,,,
11515,1,birds,fish,tiger,cheetah,cats,dogs,wolves,frogs,snakes,monkeys,whales,dolphins,giraffes,seagulls,bunny,rabbits,hamsters,gerbils,lizards,lions,zebras,horses,,,,,,,,,,,,,,,,,,
11517,1,dogs,cats,kitten,mouse,orangutan,ape,lynx,opossum,antelope,lion,tiger,bear,chipmunk,squirrel,porcupine,fox,moose,beaver,koala,kangaroo,wolves,camel.,,,,,,,,,,,,,,,,,,
11525,1,cat,dog,lion,rhinoceros,camel,snake,hamster,gerbil,guinea pig,zebra,tiger,giraffe,polar bear,bear,black bear,cougar,bob cat,rabbit,hippo,elephant,fish,shark,,,,,,,,,,,,,,,,,,
11530,1,hamster,dog,cat,rat,lizard,gold fish,dolphin,shark,otter,gorilla,lion,monkey,bear,deer,fish,eagle,bird,guinea pig,ferret,,,,,,,,,,,,,,,,,,,,,
11532,1,aardvark,dog,lion,tiger,snake,emu,leopard,hyena,monkey,ape,turtle,tortoise,frog,fish,Dolphin,whale,starfish,pig,cow,chicken,buffalo,turkey,wolf,moose,deer,polar bear,,,,,,,,,,,,,,
11533,1,elephant,dog,cat,giraffe,panda,penguin,rhino,camel,lion,tiger,zebra,rabbit,kangaroo,koala,wombat,chipmunk,platypus,shark,whale,fish,jelly fish,octopus,squid,crows,eagle,parrot,canary,kookaburra,hamster,crocodile,squirrel,moose,deer,cow,sheep,chicken,pig,ant,,
11537,1,snake,hamster,cat,dog,horse,pig,donkey,mule,chicken,lamb,goat,bird,monkey,giraffe,rhinoceros,lizard,butterfly,mouse,rat,squirrel,raccoon,wolf,coyote,fox,deer,moose,owl,elephant,shark,,,,,,,,,,,
11538,1,kangaroo,lion,butterfly,caterpillar,dog,cat,monkey,cow,pig,mice,giraffe,rabbit,sheep,horses,fish,whale,dolphin,birds,dinosaur,humans.,,,,,,,,,,,,,,,,,,,,
11541,1,cats,dogs,horses,elephants,rhinos,giraffes,mammals,snakes,bats,birds,hamsters,gerbils,rodents,lions,tigers,zebras,bears,gophers,raccoons,bunnies,golden retriever,schnauzer,chow(chow chow dog),Persian (cat),Tabby(cat),seagull,sparrow,dolphin,swallow,,,,,,,,,,,
11542,1,lion,tiger,kangaroo,panda,chimpanzee,fish,dog,cat,horse,camel,giraffe,hippo,rhino,monkey,gorilla,narwhal,dolphin,whale,grass hopper,pony,deer,raccoon,squirrel,chipmunk,parrot,bird,rabbit,bunny,,,,,,,,,,,,
11543,1,cat,dog,snake,giraffe,hippo,zebra,gecko,lizard,iguana,fish,shark,dolphin,lion,tiger,alpaca,camel,raccoon,squirrel,rat,moose,owl,bird,eagle,,,,,,,,,,,,,,,,,
11544,1,albatross,camel,lion,elephant,cat,dog,horse,ocelot,emu,ostrich,eagle,robin,gerbil,snake,lizard,hamster,beaver,moose,caribou,cow,pig,duck,squirrel,chipmunk,anteater,buffalo,,,,,,,,,,,,,,
11549,1,lion,dog,cat,rabbit,tiger,elephant,zebra,camel,fish,wolves,aardvark,rhino,mouse,rat,leopard,snow leopard,monkey,gorilla,,,,,,,,,,,,,,,,,,,,,,
11552,1,bear,tiger,elephant,koala,wallaby,dog,cat,fish,panda,bird,hamster,chinchilla,snake,whale,dolphin,giraffe,zebra,deer,moose,duck,goose,turkey,rabbit,,,,,,,,,,,,,,,,,
11553,1,beaver,deer,lion,tiger,panda,zebra,rhino,camel,dog,cat,snake,mouse,rat,gecko,lizard,fish,raccoon,skunk,squirrel,dolphin,whale,shark,giraffe,,,,,,,,,,,,,,,,,
11598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11635,1,dog,zebra,elephant,fox,wolf,bear,turtle,boar,cow,moose,rabbit,mouse,raccoon,panda,snake,cat,tiger,lion,jaguar,leopard,kangaroo,flamingo,,,,,,,,,,,,,,,,,,
11636,1,dogs,cats,rhinoceros,camel,goat,sheep,monkey,whales,fish,bears,lizard,insect,birds,guinea pigs,pigs,cows,tiger,lion,gorilla,antelope,,,,,,,,,,,,,,,,,,,,
11640,1,aardvark,bear,cat,dog,elephant,fish,giraffe,horse,iguana,jaguar,kangaroo,leopard,mouse,penguin,zebra,snake,tarantula,bee,bug,,,,,,,,,,,,,,,,,,,,,
11692,1,cat,dog,fish,goat,sheep,lion,tiger,bear,cow,chicken,pig,elephant,hawk,eagle,turtle,snail,caterpillar,lady bug,fly,rabbit,spider,chinchilla,guinea pig,horse,zebra,rhinoceros,hippopotamus,,,,,,,,,,,,,
11796,1,cat,dog,fish,hamster,rat,snake,elephant,tiger,lion,cheetah,fish,frogs,newts,whale,shark,dolphin,polar bears,lemurs,squirrels,chipmunks,monkeys,insects,amphibians,salamanders,rhino,,,,,,,,,,,,,,,
11818,1,cat,dog,cheetah,rhino,hippo,lion,tiger,crane,turkey,chicken,cow,donkey,pig,snake,lizard,lynx,polar bear,bears,moose,beaver,loon,squirrels,chipmunk,swan,,,,,,,,,,,,,,,,
11819,1,monkey,kangaroo,giraffe,elephant,cat,dog,iguana,bunny,rabbit,bugs,pigs,chickens,cows,roosters,lambs,sheep,rhinos,cheetahs,lions,bears,koala,snake,rat,alligator,crocodile,chimpanzees,,,,,,,,,,,,,,
11822,1,snakes,ants,dogs,birds,cats,fish,salamanders,eels,lions,tigers,dolphins,whales,lizards,geckos,rhinos,giraffes,elephants,,,,,,,,,,,,,,,,,,,,,,,
11824,1,snake,dog,cat,lion,tiger,bear,frog,chimpanzee,monkey,gorillas,hippos,camels,kangaroos,fox,wolf,bird,pigeon,groundhog,,,,,,,,,,,,,,,,,,,,,,
11825,1,dog,cat,armadillo,elephant,tiger,bear,lion,seal,whale,shark,fish,monkey,gorilla,lamprey,frog,toad,mink,sloth,lemur,zebra,giraffe,hippo,jaguar,turtle,dolphin,,,,,,,,,,,,,,,
11826,1,bats,rats,cats,dogs,horses,cows,pigs,sheep,ducks,geese,fish,rhino,lion,tiger,bear,zebra,hyena,giraffe,squirrel,chipmunk,badger,sloth,butterfly,bumblebee,fly,dragonfly,water bug,buffalo,gazelle,deer,fox,rabbit,coyote,wolf,antelope,anteater,armadillo,hedgehog,,
11827,1,dog,cat,lion,frog,horse,mouse,gorilla,ape,monkey,chicken,cow,pig,tiger,bird,,,,,,,,,,,,,,,,,,,,,,,,,,
11830,1,dog,cat,elephant,rhinoceros,lion,camel,giraffe,bear,platypus,kangaroo,koala,squirrel,iguana,gorilla,monkey,snake,rat,mouse,hamster,guinea pig,pig,bird,zebra,gazelle,deer,lynx,fox,porcupine,skunk,,,,,,,,,,,
11831,1,bear,cat,lion,giraffe,rhino,leopard,polar bear,snake,dog,fish,dolphin,whale,sea cucumber,seahorse,shark,kangaroo,frog,lizard,monkey,,,,,,,,,,,,,,,,,,,,,
11837,1,anteater,elephant,giraffe,lion,rhinoceros,tiger,bird,cat,dog,chinchilla,lynx,moose,deer,mice,mink,marten,lemur,manatee,whale,fish,bear,sloth,koala,kangaroo,,,,,,,,,,,,,,,,
11839,1,sheep,horses,pigs,cows,chickens,zebra,camel,rhinos,lions,panthers,jaguars,penguins,tigers,bears,frogs,turtles,lizards,blue jays,hummingbirds,whales,fish,dogs,cats,hamsters,bunnies.,,,,,,,,,,,,,,,
11843,1,lion,cat,dog,monkey,alligator,crocodile,cheetah,fish,flamingo,penguin,shark,dolphin,bird,scorpion,snake,camel,ant,rabbit,hamster,guinea pig,pig,cow,horse,chicken,frog,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2,Chicken,dog,cat,mice,rat,cattle,oxen,horses,pony,turkey,ducks,geese,fish,salmon,trout,chickadees,black,birds,,,,,,,,,,,,,,,,,,,,,,
